action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-05,2025-12-05,1,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-05,2025-12-05,1,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822184,03 will_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-05,2025-12-05,1,1,,,,,1,0.02,,7,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822184,03 will_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-05,2025-12-05,1,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920992822184,03 will_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,70,70,0,2025-12-05,2025-12-05,1,1,,,,,1,0.07,,1,,,,
,3,,,1,1,1,3,,,,,,,,39,1,39,1,,,37,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2,"[{'action_type': 'outbound_click', 'value': '2'}]",2,2,0.666667,,0.051282,0.051282,2,,0.054054,0.666667,16,17.699115,2.4,2025-12-05,2025-12-05,1.106195,125,0.8,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.8'}]",113,2,4,3,4,31,14,11
,32,5,,22,5,5,32,,,,2,2,,,351,,351,8,6,,321,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,27,,0.781818,"[{'action_type': 'outbound_click', 'value': '0.781818'}]",0.781818,3.44,0.5375,,0.049003,0.049003,2.15,,0.053583,0.637037,14.42953,16.014898,2.265101,2025-12-05,2025-12-05,1.10987,1192,1.845638,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.845638'}]",1074,17.2,30,3,27,272,133,81
1,271,3,2,115,30,30,271,1,1,1,1,1,1,1,2025,4,2025,30,23,1,1880,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,130,"[{'action_type': 'subscribe_mobile_app', 'value': '94.87'}, {'action_type': 'subscribe_total', 'value': '94.87'}]",0.824957,"[{'action_type': 'outbound_click', 'value': '0.824957'}]",0.824957,3.162333,0.350074,94.87,0.046849,0.046849,3.162333,94.87,0.050463,0.729769,16.826889,18.17433,2.305782,2025-12-05,2025-12-05,1.080077,5638,2.03973,115,"[{'action_type': 'outbound_click', 'value': '115'}]","[{'action_type': 'outbound_click', 'value': '2.03973'}]",5220,94.87,192,4,185,1649,841,503
4,472,2,,172,38,38,472,4,4,,2,2,1,4,3677,8,3677,52,42,4,3453,4,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,193,"[{'action_type': 'subscribe_mobile_app', 'value': '56.7'}, {'action_type': 'subscribe_total', 'value': '56.7'}]",0.988953,"[{'action_type': 'outbound_click', 'value': '0.988953'}]",0.988953,4.476316,0.360381,42.525,0.046261,0.046261,3.271154,42.525,0.049262,0.881347,21.52892,23.920686,2.442729,2025-12-05,2025-12-05,1.111095,7901,2.17694,172,"[{'action_type': 'outbound_click', 'value': '172'}]","[{'action_type': 'outbound_click', 'value': '2.17694'}]",7111,170.1,376,5,365,3139,1705,1032
,171,1,,65,21,21,171,,,,2,2,,,1165,2,1165,27,23,,1073,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,62,,0.875385,"[{'action_type': 'outbound_click', 'value': '0.875385'}]",0.875385,2.709524,0.332749,,0.048841,0.048841,2.107407,,0.053029,0.917742,25.816697,28.140455,2.813067,2025-12-05,2025-12-05,1.09001,2204,2.949183,65,"[{'action_type': 'outbound_click', 'value': '65'}]","[{'action_type': 'outbound_click', 'value': '2.949183'}]",2022,56.9,173,6,161,970,585,388
2,141,,,19,7,7,141,2,2,,,,,2,219,,219,,,2,200,2,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,17,"[{'action_type': 'subscribe_mobile_app', 'value': '5.29'}, {'action_type': 'subscribe_total', 'value': '5.29'}]",0.556842,"[{'action_type': 'outbound_click', 'value': '0.556842'}]",0.556842,1.511429,0.075035,5.29,0.048311,0.048311,,5.29,0.0529,0.622353,26.123457,26.989796,4.197531,2025-12-05,2025-12-05,1.033163,405,4.691358,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '4.691358'}]",392,10.58,26,5,25,185,108,66
,,,,,,,,,,,,,,,,,,,,,,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-05,2025-12-05,1,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-05,2025-12-05,1,1,,,,,1,0.04,,13,,1,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.026667,0.026667,,,0.026667,,13.333333,13.333333,0,2025-12-05,2025-12-05,1,6,,,,,6,0.08,1,7,1,3,2,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,12,12,0,2025-12-05,2025-12-05,1,5,,,,,5,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-05,2025-12-05,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-05,2025-12-05,1,3,,,,,3,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-05,2025-12-05,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-05,2025-12-05,1,1,,,,,1,0.02,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-05,2025-12-05,1,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-05,2025-12-05,1,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-05,2025-12-05,1,4,,,,,4,0.02,,3,,2,1,
,,,,,,,,,,,,,,,7,,7,,,,7,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,,,,,,,0.055714,0.055714,,,0.055714,0.39,16.956522,17.727273,4.347826,2025-12-05,2025-12-05,1.045455,23,,,,,22,0.39,,4,,6,4,1
,1,,,2,1,1,1,,,,,,,,40,,40,2,2,,36,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.835,"[{'action_type': 'outbound_click', 'value': '0.835'}]",0.835,1.67,1.67,,0.04175,0.04175,0.835,,0.046389,0.556667,17.216495,17.956989,3.092784,2025-12-05,2025-12-05,1.043011,97,2.061856,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.061856'}]",93,1.67,5,4,5,30,12,5
,1,,,2,,,1,,,,,,,,112,1,112,1,,,109,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.755,"[{'action_type': 'outbound_click', 'value': '2.755'}]",2.755,,5.51,,0.049196,0.049196,5.51,,0.05055,1.836667,18.869863,19.608541,1.027397,2025-12-05,2025-12-05,1.039146,292,0.684932,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.684932'}]",281,5.51,4,3,4,93,38,18
,5,,,4,1,1,5,,,,,,,,164,,164,1,1,,159,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,7,,2.145,"[{'action_type': 'outbound_click', 'value': '2.145'}]",2.145,8.58,1.716,,0.052317,0.052317,8.58,,0.053962,1.225714,22.056555,23.126685,1.799486,2025-12-05,2025-12-05,1.048518,389,1.028278,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.028278'}]",371,8.58,14,4,14,133,59,36
,,,,1,,,,,,,,,,,49,,49,,,,48,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.09,"[{'action_type': 'outbound_click', 'value': '2.09'}]",2.09,,,,0.042653,0.042653,,,0.043542,2.09,23.222222,23.483146,1.111111,2025-12-05,2025-12-05,1.011236,90,1.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",89,2.09,7,5,6,45,26,17
,,,,,,,,,,,,,,,6,,6,,,,6,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.038333,0.038333,,,0.038333,,16.428571,16.428571,0,2025-12-05,2025-12-05,1,14,,,,,14,0.23,1,4,1,6,3,3
,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823784,02 Mike_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.095,0.095,,,0.095,,47.5,47.5,0,2025-12-05,2025-12-05,1,4,,,,,4,0.19,,4,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6920992823784,02 Mike_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-05,2025-12-05,1,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,7.142857,7.142857,0,2025-12-05,2025-12-05,1,7,,,,,7,0.05,,3,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-05,2025-12-05,1,1,,,,,1,0.05,,8,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-05,2025-12-05,1,4,,,,,4,0.06,,2,,,,
,,,,,,,,,,,,,,,9,,9,1,1,,8,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,0.18,,0.0225,,15,15,0,2025-12-05,2025-12-05,1,12,,,,,12,0.18,,5,,7,4,3
,,,,,,,,,,,,,,,6,,6,,,,6,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.035,0.035,,,0.035,,17.5,19.090909,0,2025-12-05,2025-12-05,1.090909,12,,,,,11,0.21,,5,,5,4,4
,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-05,2025-12-05,1,3,,,,,3,0.15,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-05,2025-12-05,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-05,2025-12-05,1,1,,,,,1,0.02,,5,,1,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05875,0.05875,,,0.05875,,22.380952,23.5,0,2025-12-05,2025-12-05,1.05,21,,,,,20,0.47,1,4,1,7,4,2
,,,,,,,,,,,,,,,6,,6,,,,6,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.14,0.14,,,0.14,,36.521739,36.521739,0,2025-12-05,2025-12-05,1,23,,,,,23,0.84,1,3,1,5,3,2
,,,,,,,,,,,,,,,7,,7,,,,7,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.034286,0.034286,,,0.034286,,18.461538,18.461538,0,2025-12-05,2025-12-05,1,13,,,,,13,0.24,2,6,2,6,5,4
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.145,0.145,,,0.145,,96.666667,96.666667,0,2025-12-05,2025-12-05,1,3,,,,,3,0.29,,7,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-05,2025-12-05,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,15,,15,,,,15,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.106,0.106,,,0.106,,28.909091,31.8,0,2025-12-05,2025-12-05,1.1,55,,,,,50,1.59,1,3,1,12,8,4
,9,,,4,2,2,9,,,,,,,,175,,175,4,4,,167,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,4,,2.6275,"[{'action_type': 'outbound_click', 'value': '2.6275'}]",2.6275,5.255,1.167778,,0.060057,0.060057,2.6275,,0.062934,2.6275,20.688976,23.355556,0.787402,2025-12-05,2025-12-05,1.128889,508,0.787402,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.787402'}]",450,10.51,23,3,22,149,77,53
1,168,1,,45,19,19,168,1,1,,,,3,1,969,2,969,15,13,1,909,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,44,"[{'action_type': 'subscribe_mobile_app', 'value': '46.81'}, {'action_type': 'subscribe_total', 'value': '46.81'}]",1.040222,"[{'action_type': 'outbound_click', 'value': '1.040222'}]",1.040222,2.463684,0.278631,46.81,0.048308,0.048308,3.120667,46.81,0.051496,1.063864,21.257947,23.381618,1.998183,2025-12-05,2025-12-05,1.0999,2202,2.043597,45,"[{'action_type': 'outbound_click', 'value': '45'}]","[{'action_type': 'outbound_click', 'value': '2.043597'}]",2002,46.81,143,4,136,819,457,323
5,305,,,60,25,25,305,5,5,,1,1,,5,1110,1,1110,25,23,5,1025,5,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,56,"[{'action_type': 'subscribe_mobile_app', 'value': '18.793333'}, {'action_type': 'subscribe_total', 'value': '18.793333'}]",0.939667,"[{'action_type': 'outbound_click', 'value': '0.939667'}]",0.939667,2.2552,0.184852,11.276,0.050793,0.050793,2.2552,11.276,0.055005,1.006786,27.263056,30.442765,2.70793,2025-12-05,2025-12-05,1.116631,2068,2.901354,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '2.901354'}]",1852,56.38,207,6,196,953,613,443
1,111,1,1,14,10,10,111,1,1,,,,,1,421,,421,4,3,1,403,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,14,,1.54,"[{'action_type': 'outbound_click', 'value': '1.658462'}]",1.54,2.156,0.194234,21.56,0.051211,0.051211,5.39,21.56,0.053499,1.54,28.900804,31.566618,1.876676,2025-12-05,2025-12-05,1.09224,746,1.876676,14,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.742627'}]",683,21.56,101,6,98,378,265,205
,1,,,,,,1,,,,,,1,,45,,45,2,2,,43,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,,,,,2.45,,0.054444,0.054444,1.225,,0.056977,2.45,30.246914,32.666667,1.234568,2025-12-05,2025-12-05,1.08,81,,,,,75,2.45,15,7,15,42,32,28
,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-05,2025-12-05,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,500,500,0,2025-12-05,2025-12-05,1,1,,,,,1,0.5,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-05,2025-12-05,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-05,2025-12-05,1,1,,,,,1,0.04,,,,,,
,,,,1,,,,,,,,,,,14,,14,1,1,,12,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.51,"[{'action_type': 'outbound_click', 'value': '0.51'}]",0.51,,,,0.036429,0.036429,0.51,,0.0425,0.51,19.615385,19.615385,3.846154,2025-12-05,2025-12-05,1,26,3.846154,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",26,0.51,2,4,2,9,7,5
