action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,1,,,2,,,,,,4,,4,,,,3,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1,,0.31,"[{'action_type': 'outbound_click', 'value': '0.31'}]",0.31,,0.155,,0.0775,0.0775,,,0.103333,0.31,11.071429,12.916667,3.571429,2025-11-23,2025-11-23,1.166667,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",facebook,24,0.31,1,2,1,8,2,3
,,,,1,,,,,,,,,9,,9,,,,8,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1,,0.62,"[{'action_type': 'outbound_click', 'value': '0.62'}]",0.62,,,,0.068889,0.068889,,,0.0775,0.62,15.121951,16.756757,2.439024,2025-11-23,2025-11-23,1.108108,41,2.439024,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",instagram,37,0.62,3,4,3,15,6,5
,,,,,,,,,,,,,2,,2,,,,2,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.015,0.015,,,0.015,,7.5,7.5,0,2025-11-23,2025-11-23,1,4,,,,,threads,4,0.03,,3,,2,2,1
,,,,,,,,,,,,,1,,1,,,,1,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-23,2025-11-23,1,2,,,,,facebook,2,0.03,,7,,1,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.54,0.54,,,0.54,,54,54,0,2025-11-23,2025-11-23,1,10,,,,,instagram,10,0.54,1,2,1,2,1,1
,,,,,,,,,,,,,1,,1,1,1,,,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.11,0.11,0.11,,,,22,27.5,0,2025-11-23,2025-11-23,1.25,5,,,,,facebook,4,0.11,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.56,0.56,,,0.56,,29.473684,31.111111,0,2025-11-23,2025-11-23,1.055556,19,,,,,instagram,18,0.56,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,6913866606384,jesus_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,45,45,0,2025-11-23,2025-11-23,1,2,,,,,facebook,2,0.09,,2,,,,
,,,,,,,,,,,,,6,,6,,,,6,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.001667,0.001667,,,0.001667,,1.111158,2.000084,0,2025-11-23,2025-11-23,1.8,9,,,,,audience_network,5,0.01,3,6,3,4,3,3
18,759,9,2,368,62,62,759,18,18,,,18,6507,4,6507,38,32,18,6101,18,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,350,"[{'action_type': 'subscribe_mobile_app', 'value': '53.781012'}, {'action_type': 'subscribe_total', 'value': '53.781012'}]",1.169152,"[{'action_type': 'outbound_click', 'value': '1.169152'}]",1.169152,6.939485,0.566862,23.902672,0.066121,0.066121,11.322318,23.902672,0.070521,1.22928,22.784944,26.197899,1.853519,2025-11-23,2025-11-23,1.14979,18883,1.948843,368,"[{'action_type': 'outbound_click', 'value': '368'}]","[{'action_type': 'outbound_click', 'value': '1.948843'}]",facebook,16423,430.248099,821,4,766,5818,2858,1676
8,432,,,95,38,38,432,8,8,,,8,3740,5,3740,35,30,8,3610,8,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,141,"[{'action_type': 'subscribe_mobile_app', 'value': '45.648587'}, {'action_type': 'subscribe_total', 'value': '45.648587'}]",2.883069,"[{'action_type': 'outbound_click', 'value': '2.883069'}]",2.883069,7.207672,0.634008,34.23644,0.073233,0.073233,7.825472,34.23644,0.07587,1.942493,21.523892,23.897698,1.108055,2025-11-23,2025-11-23,1.110287,12725,0.746562,95,"[{'action_type': 'outbound_click', 'value': '95'}]","[{'action_type': 'outbound_click', 'value': '0.746562'}]",instagram,11461,273.891522,320,3,320,3413,1356,738
,,,,,,,,,,,,,,,,,,,,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10.000421,10.000421,0,2025-11-23,2025-11-23,1,1,,,,,messenger,1,0.01,,,,,,
,,,,2,,,,,,,,,257,,257,1,1,,254,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,4.490189,"[{'action_type': 'outbound_click', 'value': '4.490189'}]",4.490189,,,,0.034943,0.034943,8.980378,,0.035356,4.490189,17.269957,17.269957,0.384615,2025-11-23,2025-11-23,1,520,0.384615,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.384615'}]",threads,520,8.980378,51,6,55,242,129,83
,,,,,,,,,,,,,5,,5,,,,5,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-11-23,2025-11-23,1,15,,,,,facebook,15,0.45,,2,,5,1,
,,,,,,,,,,,,,2,,2,,,,2,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.045,0.045,,,0.045,,30,30,0,2025-11-23,2025-11-23,1,3,,,,,instagram,3,0.09,,5,,2,1,
,,,,,,,,,,,,,,,,,,,,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-11-23,2025-11-23,1,3,,,,,threads,3,0.05,,1,,,,
