action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,,,,2,,,,,,,,,,,,,,6908318943184,fwg_sliding,6908318942984,FB_iOS_Purchase_itoshi_fwgvariants,6897116451584,FB_iOS_Purchase_itoshi_v1_set2,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,facebook,0,0,,,,,,
,11,,,,,,11,,,,,,,,,,,,,,6912302343584,04 creatydesign06_natural-looking_y2k,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,facebook,0,0,,,,,,
,8,,,,,,8,,,,,,,,,,,,,,6912306130584,10 kimk-braids_Slayer,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-23,2025-11-23,0,0,,,,,facebook,0,0,,,,,,
,13,,,,2,2,13,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0.025,0.003846,,,,,,,,25,25,0,2025-11-23,2025-11-23,1,2,,,,,facebook,2,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6913301788584,pose_arrestprank_2,6913294152984,FB_iOS_Purchase_itoshi_arrestprank_211125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-23,2025-11-23,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.51,0.51,,,0.51,,25.5,25.5,0,2025-11-23,2025-11-23,1,20,,,,,facebook,20,0.51,,1,,1,,
,,,,,,,,,,,,,6,,6,,,,6,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.068333,0.068333,,,0.068333,,21.578947,21.578947,0,2025-11-23,2025-11-23,1,19,,,,,instagram,19,0.41,,2,,6,3,
,,,,,,,,,,,,,1,,1,,,,1,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-23,2025-11-23,1,2,,,,,threads,2,0.03,,3,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,5.000182,5.000182,0,2025-11-23,2025-11-23,1,2,,,,,audience_network,2,0.01,1,6,1,1,1,1
22,3502,30,9,1228,336,336,3502,22,22,4,4,22,29148,32,29148,293,248,22,27627,22,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1197,"[{'action_type': 'subscribe_mobile_app', 'value': '56.145124'}, {'action_type': 'subscribe_total', 'value': '56.145124'}, {'action_type': 'start_trial_mobile_app', 'value': '364.943305'}, {'action_type': 'start_trial_total', 'value': '364.943305'}]",0.59437,"[{'action_type': 'outbound_click', 'value': '0.594855'}]",0.59437,2.172282,0.20842,33.176664,0.025041,0.025041,2.491081,33.176664,0.026419,0.609763,10.82966,11.663257,1.776043,2025-11-23,2025-11-23,1.076973,67397,1.82204,1228,"[{'action_type': 'outbound_click', 'value': '1227'}]","[{'action_type': 'outbound_click', 'value': '1.820556'}]",facebook,62580,729.88661,3580,4,3338,26405,12730,7380
5,560,,,99,44,44,560,5,5,,,5,2588,3,2588,48,45,5,2441,5,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,139,"[{'action_type': 'subscribe_mobile_app', 'value': '30.381108'}, {'action_type': 'subscribe_total', 'value': '30.381108'}]",0.92064,"[{'action_type': 'outbound_click', 'value': '0.92064'}]",0.92064,2.071439,0.162756,18.228665,0.035218,0.035218,1.898819,18.228665,0.037339,0.655707,13.013039,13.456862,1.98458,2025-11-23,2025-11-23,1.034106,7004,1.413478,99,"[{'action_type': 'outbound_click', 'value': '99'}]","[{'action_type': 'outbound_click', 'value': '1.413478'}]",instagram,6773,91.143323,278,4,278,2313,1013,584
,,,,1,,,,,,,,,80,,80,,,,79,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,1,,1.820066,"[{'action_type': 'outbound_click', 'value': '1.820066'}]",1.820066,,,,0.022751,0.022751,,,0.023039,1.820066,11.895859,11.895859,0.653595,2025-11-23,2025-11-23,1,153,0.653595,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.653595'}]",threads,153,1.820066,13,5,14,71,34,23
,80,,,14,5,5,80,,,,,,320,,320,1,1,,305,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,14,,0.744286,"[{'action_type': 'outbound_click', 'value': '0.744286'}]",0.744286,2.084,0.13025,,0.032563,0.032563,10.42,,0.034164,0.744286,13.656619,14.971264,1.834862,2025-11-23,2025-11-23,1.096264,763,1.834862,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.834862'}]",facebook,696,10.42,33,7,31,292,130,72
,,,,3,,,,,,,,,23,,23,,,,20,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,4,,0.416667,"[{'action_type': 'outbound_click', 'value': '0.416667'}]",0.416667,,,,0.054348,0.054348,,,0.0625,0.3125,23.584906,25,7.54717,2025-11-23,2025-11-23,1.06,53,5.660377,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '5.660377'}]",instagram,50,1.25,4,5,4,20,14,8
,,,,,,,,,,,,,,,,,,,,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-23,2025-11-23,1,1,,,,,threads,1,0.01,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913358999384,jesus_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.44,0.44,,,0.44,,20.952381,23.157895,0,2025-11-23,2025-11-23,1.105263,21,,,,,facebook,19,0.44,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,6913358999384,jesus_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,6.666667,8,0,2025-11-23,2025-11-23,1.2,6,,,,,instagram,5,0.04,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913358999384,jesus_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-23,2025-11-23,1,1,,,,,threads,1,0,1,12,1,1,1,1
