action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,1,,,,,,,,,,,2,,2,,,,1,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.02,"[{'action_type': 'outbound_click', 'value': '0.02'}]",0.02,,,,0.01,0.01,,,0.02,0.02,20,20,100,2025-12-11,2025-12-11,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.02,,21,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,1,0,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,1,0.01,,7,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,1,0.03,,1,,,,
,12,,,9,4,4,12,,,4,1,1,,,226,1,226,6,4,,211,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,17,,0.924444,"[{'action_type': 'outbound_click', 'value': '0.924444'}]",0.924444,2.08,0.693333,,0.036814,0.036814,1.386667,,0.039431,0.489412,12.307692,12.959502,2.514793,2025-12-11,2025-12-11,1.05296,676,1.331361,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.331361'}]",642,8.32,22,3,23,181,95,60
,46,,1,22,10,10,46,,,8,,,,,1078,3,1078,12,8,,1044,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,35,"[{'action_type': 'subscribe_mobile_app', 'value': '40.1'}, {'action_type': 'subscribe_total', 'value': '40.1'}, {'action_type': 'start_trial_mobile_app', 'value': '40.1'}, {'action_type': 'start_trial_total', 'value': '40.1'}]",1.822727,"[{'action_type': 'outbound_click', 'value': '1.822727'}]",1.822727,4.01,0.871739,,0.037199,0.037199,3.341667,,0.03841,1.145714,12.803321,13.547297,1.117497,2025-12-11,2025-12-11,1.058108,3132,0.702427,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '0.702427'}]",2960,40.1,91,4,89,907,456,293
,207,,,42,16,16,207,,,6,3,3,,,1403,1,1403,10,6,,1351,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,48,"[{'action_type': 'subscribe_mobile_app', 'value': '16.766667'}, {'action_type': 'subscribe_total', 'value': '16.766667'}, {'action_type': 'start_trial_mobile_app', 'value': '16.766667'}, {'action_type': 'start_trial_total', 'value': '16.766667'}]",1.197619,"[{'action_type': 'outbound_click', 'value': '1.197619'}]",1.197619,3.14375,0.242995,,0.035852,0.035852,5.03,,0.037232,1.047917,13.565264,14.117317,1.294498,2025-12-11,2025-12-11,1.040696,3708,1.132686,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.132686'}]",3563,50.3,103,4,98,1198,583,333
,49,1,,27,6,6,49,,,6,,,1,,684,1,684,8,7,,649,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,29,,0.990741,"[{'action_type': 'outbound_click', 'value': '0.990741'}]",0.990741,4.458333,0.545918,,0.039108,0.039108,3.34375,,0.041217,0.922414,17.833333,18.576389,1.933333,2025-12-11,2025-12-11,1.041667,1500,1.8,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.8'}]",1440,26.75,42,4,40,591,300,180
,1,,,4,,,1,,,1,,,,,87,,87,1,1,,82,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,0.81,"[{'action_type': 'outbound_click', 'value': '0.81'}]",0.81,,3.24,,0.037241,0.037241,3.24,,0.039512,0.81,19.518072,19.756098,2.409639,2025-12-11,2025-12-11,1.012195,166,2.409639,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.409639'}]",164,3.24,14,5,13,77,42,27
,,,,,,,,,,,,,,,20,,20,,,,20,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0545,0.0545,,,0.0545,,15.571429,16.029412,0,2025-12-11,2025-12-11,1.029412,70,,,,,68,1.09,,3,,16,6,5
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-11,2025-12-11,1,2,,,,,2,0.05,,4,,1,1,
,,,,,,,,,,,,,,,3,,3,,,,3,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.086667,0.086667,,,0.086667,,26,26,0,2025-12-11,2025-12-11,1,10,,,,,10,0.26,,2,,2,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0875,0.0875,,,0.0875,,19.444444,19.444444,0,2025-12-11,2025-12-11,1,18,,,,,18,0.35,,3,,4,3,2
,,,,,,,,,,,,,,,5,,5,,,,5,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.054,0.054,,,0.054,,20.769231,20.769231,0,2025-12-11,2025-12-11,1,13,,,,,13,0.27,,4,,5,3,2
,,,,,,,,,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-11,2025-12-11,1,3,,,,,3,0.02,,2,,,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04125,0.04125,,,0.04125,,23.571429,23.571429,0,2025-12-11,2025-12-11,1,14,,,,,14,0.33,1,8,1,8,3,3
,,,,,,,,,,,,,,,2,,2,,,,2,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.065,0.065,,,0.065,,18.571429,18.571429,0,2025-12-11,2025-12-11,1,7,,,,,7,0.13,,4,,2,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,21.818182,21.818182,0,2025-12-11,2025-12-11,1,11,,,,,11,0.24,,3,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,17.142857,17.142857,0,2025-12-11,2025-12-11,1,14,,,,,14,0.24,,1,,,,
,,,,1,,,,,,,,,,,4,,4,,,,3,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.12,"[{'action_type': 'outbound_click', 'value': '0.12'}]",0.12,,,,0.03,0.03,,,0.04,0.12,20,20,16.666667,2025-12-11,2025-12-11,1,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",6,0.12,,4,,2,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,1,2,,,,,2,0.02,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,60,60,0,2025-12-11,2025-12-11,1,1,,,,,1,0.06,,1,,,,
,,,,,,,,,,,,,,,17,,17,,,,17,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.084118,0.084118,,,0.084118,,15.376344,15.376344,0,2025-12-11,2025-12-11,1,93,,,,,93,1.43,1,2,1,13,6,4
,13,1,,20,2,2,13,,,6,1,1,1,,441,,441,8,7,,413,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,20,,1.1445,"[{'action_type': 'outbound_click', 'value': '1.1445'}]",1.1445,11.445,1.760769,,0.051905,0.051905,2.86125,,0.055424,1.1445,14.478178,14.873294,1.265022,2025-12-11,2025-12-11,1.02729,1581,1.265022,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.265022'}]",1539,22.89,32,3,29,351,154,82
,295,2,,50,21,21,295,,,14,,,1,,1335,1,1335,16,15,,1269,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,53,"[{'action_type': 'subscribe_mobile_app', 'value': '9.808571'}, {'action_type': 'subscribe_total', 'value': '9.808571'}, {'action_type': 'start_trial_mobile_app', 'value': '8.5825'}, {'action_type': 'start_trial_total', 'value': '8.5825'}]",1.3732,"[{'action_type': 'outbound_click', 'value': '1.3732'}]",1.3732,3.269524,0.232746,,0.051431,0.051431,4.29125,,0.054106,1.295472,16.508776,18.068421,1.274345,2025-12-11,2025-12-11,1.094474,4159,1.202212,50,"[{'action_type': 'outbound_click', 'value': '50'}]","[{'action_type': 'outbound_click', 'value': '1.202212'}]",3800,68.66,112,3,106,1080,534,318
,242,,,28,15,15,242,,,11,1,1,1,,696,,696,13,12,,655,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,28,"[{'action_type': 'subscribe_mobile_app', 'value': '4.831429'}, {'action_type': 'subscribe_total', 'value': '4.831429'}, {'action_type': 'start_trial_mobile_app', 'value': '4.2275'}, {'action_type': 'start_trial_total', 'value': '4.2275'}]",1.207857,"[{'action_type': 'outbound_click', 'value': '1.207857'}]",1.207857,2.254667,0.139752,,0.048592,0.048592,2.601538,,0.051634,1.207857,19.053521,20.799508,1.577465,2025-12-11,2025-12-11,1.091636,1775,1.577465,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.577465'}]",1626,33.82,65,4,61,560,290,176
,,,,3,,,,,,1,,,,,75,,75,1,1,,71,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.056667,"[{'action_type': 'outbound_click', 'value': '1.056667'}]",1.056667,,,,0.042267,0.042267,3.17,,0.044648,1.056667,20.191083,20.993377,1.910828,2025-12-11,2025-12-11,1.039735,157,1.910828,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.910828'}]",151,3.17,9,5,9,57,38,23
,,,,,,,,,,,,,,,8,,8,,,,8,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0375,0.0375,,,0.0375,,11.538462,11.538462,0,2025-12-11,2025-12-11,1,26,,,,,26,0.3,1,4,1,8,4,4
,,,,,,,,,,,,,,,3,,3,,,,3,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,15,15,0,2025-12-11,2025-12-11,1,4,,,,,4,0.06,1,10,1,3,1,1
,1,,,2,,,1,,,,,,,,8,,8,,,,6,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.125,"[{'action_type': 'outbound_click', 'value': '0.125'}]",0.125,,0.25,,0.03125,0.03125,,,0.041667,0.125,19.230769,19.230769,15.384615,2025-12-11,2025-12-11,1,13,15.384615,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '15.384615'}]",13,0.25,,3,,5,2,
,,,,,,,,,,,,,,,3,,3,,,,3,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.036667,0.036667,,,0.036667,,11,12.222222,0,2025-12-11,2025-12-11,1.111111,10,,,,,9,0.11,,3,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,0.1,0.1,,,0.1,0.1,100,100,100,2025-12-11,2025-12-11,1,1,,,,,1,0.1,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920992822384,04 Will_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.19,0.19,,,0.19,,19,21.111111,0,2025-12-11,2025-12-11,1.111111,10,,,,,9,0.19,,1,,1,,
,,,,,,,,,,,,,,,25,1,25,1,,,24,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0628,0.0628,1.57,,0.065417,,17.444444,18.045977,0,2025-12-11,2025-12-11,1.034483,90,,,,,87,1.57,1,3,1,21,8,4
,69,,,20,6,6,69,,,2,,,,,327,,327,2,2,,305,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,21,"[{'action_type': 'subscribe_mobile_app', 'value': '17.75'}, {'action_type': 'subscribe_total', 'value': '17.75'}, {'action_type': 'start_trial_mobile_app', 'value': '8.875'}, {'action_type': 'start_trial_total', 'value': '8.875'}]",0.8875,"[{'action_type': 'outbound_click', 'value': '0.8875'}]",0.8875,2.958333,0.257246,,0.054281,0.054281,8.875,,0.058197,0.845238,19.899103,20.567787,2.35426,2025-12-11,2025-12-11,1.033604,892,2.242152,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '2.242152'}]",863,17.75,29,4,28,269,150,89
1,318,,,38,12,12,318,1,1,9,,,,1,988,2,988,11,9,1,939,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,42,"[{'action_type': 'subscribe_mobile_app', 'value': '23.395'}, {'action_type': 'subscribe_total', 'value': '23.395'}, {'action_type': 'start_trial_mobile_app', 'value': '46.79'}, {'action_type': 'start_trial_total', 'value': '46.79'}]",1.231316,"[{'action_type': 'outbound_click', 'value': '1.231316'}]",1.231316,3.899167,0.147138,46.79,0.047358,0.047358,4.253636,46.79,0.04983,1.114048,22.419741,22.603865,2.012458,2025-12-11,2025-12-11,1.008213,2087,1.820795,38,"[{'action_type': 'outbound_click', 'value': '38'}]","[{'action_type': 'outbound_click', 'value': '1.820795'}]",2070,46.79,89,5,87,848,435,258
,125,,,19,9,9,125,,,2,,,,,318,1,318,3,2,,296,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,19,"[{'action_type': 'subscribe_mobile_app', 'value': '14.86'}, {'action_type': 'subscribe_total', 'value': '14.86'}, {'action_type': 'start_trial_mobile_app', 'value': '14.86'}, {'action_type': 'start_trial_total', 'value': '14.86'}]",0.782105,"[{'action_type': 'outbound_click', 'value': '0.782105'}]",0.782105,1.651111,0.11888,,0.04673,0.04673,4.953333,,0.050203,0.782105,23.66242,24.162602,3.025478,2025-12-11,2025-12-11,1.021138,628,3.025478,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '3.025478'}]",615,14.86,42,5,39,269,147,98
,2,,,3,,,2,,,1,,,,,56,,56,1,1,,52,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.693333,"[{'action_type': 'outbound_click', 'value': '0.693333'}]",0.693333,,1.04,,0.037143,0.037143,2.08,,0.04,0.693333,21.010101,21.443299,3.030303,2025-12-11,2025-12-11,1.020619,99,3.030303,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",97,2.08,11,6,10,47,33,24
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,1,0.04,1,17,1,1,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.053333,0.053333,,,0.053333,,20,20,0,2025-12-11,2025-12-11,1,8,,,,,8,0.16,,3,,3,1,
,,,,,,,,,,,,,,,27,,27,,,,27,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.042222,0.042222,,,0.042222,,14.805195,15,0,2025-12-11,2025-12-11,1.013158,77,,,,,76,1.14,1,3,1,22,8,3
,,,,,,,,,,,,,,,68,,68,,,,68,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.051176,0.051176,,,0.051176,,16.730769,17.142857,0,2025-12-11,2025-12-11,1.024631,208,,,,,203,3.48,1,3,1,64,28,14
,,,,3,,,,,,1,,,,,123,,123,1,1,,119,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.796667,"[{'action_type': 'outbound_click', 'value': '1.796667'}]",1.796667,,,,0.043821,0.043821,5.39,,0.045294,1.796667,21.054688,21.220472,1.171875,2025-12-11,2025-12-11,1.007874,256,1.171875,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.171875'}]",254,5.39,9,4,8,107,54,37
,,,,,,,,,,,,,,,21,,21,,,,21,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,1,,,,,,,,0.04,0.04,,,0.04,0.84,22.105263,22.105263,2.631579,2025-12-11,2025-12-11,1,38,,,,,38,0.84,2,5,1,20,12,5
,,,,,,,,,,,,,,,8,,8,,,,8,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02625,0.02625,,,0.02625,,16.153846,16.153846,0,2025-12-11,2025-12-11,1,13,,,,,13,0.21,1,7,1,7,6,4
,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.49,0.49,,,0.49,,245,245,0,2025-12-11,2025-12-11,1,2,,,,,2,0.49,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,130,130,0,2025-12-11,2025-12-11,1,1,,,,,1,0.13,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-11,2025-12-11,1,1,,,,,1,0.06,,5,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,1,0.04,1,36,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,1,0.02,,13,,1,1,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,25,27.272727,0,2025-12-11,2025-12-11,1.090909,12,,,,,11,0.3,1,3,,4,1,1
,2,,,3,1,1,2,,,1,,,,,80,,80,1,1,,76,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.646667,"[{'action_type': 'outbound_click', 'value': '1.646667'}]",1.646667,4.94,2.47,,0.06175,0.06175,4.94,,0.065,1.235,23.301887,24.334975,1.886792,2025-12-11,2025-12-11,1.044335,212,1.415094,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.415094'}]",203,4.94,10,4,10,69,39,24
