action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
3,219,1,,28,13,13,219,3,3,,,3,420,1,420,10,9,3,382,3,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,31,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '13.246667'}, {'action_type': 'subscribe_total', 'value': '13.246667'}, {'action_type': 'start_trial_mobile_app', 'value': '7.948'}, {'action_type': 'start_trial_total', 'value': '7.948'}]",1.419286,"[{'action_type': 'outbound_click', 'value': '1.419286'}]",1.419286,3.056923,0.181461,13.246667,0.094619,0.094619,3.974,13.246667,0.104031,1.281935,28.986142,31.489699,2.261123,2025-11-26,2025-11-26,ABOVE_AVERAGE,1.086371,1371,2.042305,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '2.042305'}]",BELOW_AVERAGE_35,1262,39.74,49,3,44,345,167,103
,,,,,,,,,,,,,1,,1,,,,1,,6916169150784,13 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-11-26,2025-11-26,UNKNOWN,1,2,,,,,UNKNOWN,2,0.07,,3,,1,,
,,,,,,,,,,,,,16,1,16,1,,,15,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,UNKNOWN,,,,,,,,0.16,0.16,2.56,,0.170667,2.56,38.208955,40.634921,1.492537,2025-11-26,2025-11-26,UNKNOWN,1.063492,67,,,,,UNKNOWN,63,2.56,3,4,3,13,5,5
,12,,,3,,,12,,,,,,17,,17,,,,14,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,UNKNOWN,,0.496667,"[{'action_type': 'outbound_click', 'value': '0.496667'}]",0.496667,,0.124167,,0.087647,0.087647,,,0.106429,0.745,30.408163,31.702128,4.081633,2025-11-26,2025-11-26,UNKNOWN,1.042553,49,6.122449,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '6.122449'}]",UNKNOWN,47,1.49,3,5,3,12,9,5
,,,,,,,,,,,,,1,,1,,,,1,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,12,12,0,2025-11-26,2025-11-26,UNKNOWN,1,5,,,,,UNKNOWN,5,0.06,,2,,1,1,
,,,,,,,,,,,,,7,,7,,,,7,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.1,0.1,,,0.1,,17.073171,18.421053,0,2025-11-26,2025-11-26,UNKNOWN,1.078947,41,,,,,UNKNOWN,38,0.7,,2,,5,1,
,,,,,,,,,,,,,9,,9,,,,9,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.096667,0.096667,,,0.096667,,20.232558,21.75,0,2025-11-26,2025-11-26,UNKNOWN,1.075,43,,,,,UNKNOWN,40,0.87,2,3,2,8,3,2
,80,1,,28,3,3,80,,,1,1,,681,1,681,13,11,,640,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,29,AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '53.53'}, {'action_type': 'subscribe_total', 'value': '53.53'}, {'action_type': 'start_trial_mobile_app', 'value': '26.765'}, {'action_type': 'start_trial_total', 'value': '26.765'}]",1.911786,"[{'action_type': 'outbound_click', 'value': '1.911786'}]",1.911786,17.843333,0.669125,,0.078605,0.078605,4.117692,,0.083641,1.845862,23.253692,25.466223,1.259774,2025-11-26,2025-11-26,AVERAGE,1.095147,2302,1.216334,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.216334'}]",AVERAGE,2102,53.53,84,3,79,563,274,188
,46,,,9,2,2,46,,,,,,120,,120,,,,111,,6916173252384,10 Asian baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,UNKNOWN,"[{'action_type': 'start_trial_mobile_app', 'value': '13.17'}, {'action_type': 'start_trial_total', 'value': '13.17'}]",1.463333,"[{'action_type': 'outbound_click', 'value': '1.463333'}]",1.463333,6.585,0.286304,,0.10975,0.10975,,,0.118649,1.463333,33.257576,38.284884,2.272727,2025-11-26,2025-11-26,UNKNOWN,1.151163,396,2.272727,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",UNKNOWN,344,13.17,11,3,11,94,43,24
,142,,,38,13,13,142,,,,,,747,2,747,9,7,,700,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,36,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '17.85'}, {'action_type': 'subscribe_total', 'value': '17.85'}, {'action_type': 'start_trial_mobile_app', 'value': '11.9'}, {'action_type': 'start_trial_total', 'value': '11.9'}]",0.939474,"[{'action_type': 'outbound_click', 'value': '0.939474'}]",0.939474,2.746154,0.251408,,0.047791,0.047791,3.966667,,0.051,0.991667,16.308817,19.070513,1.644587,2025-11-26,2025-11-26,AVERAGE,1.169338,2189,1.735952,38,"[{'action_type': 'outbound_click', 'value': '38'}]","[{'action_type': 'outbound_click', 'value': '1.735952'}]",AVERAGE,1872,35.7,90,4,85,622,295,187
,242,3,,76,29,29,242,,,,,,1563,,1563,26,26,,1461,,6916177448784,11 black baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,78,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '51.58'}, {'action_type': 'subscribe_total', 'value': '51.58'}, {'action_type': 'start_trial_mobile_app', 'value': '25.79'}, {'action_type': 'start_trial_total', 'value': '25.79'}]",0.678684,"[{'action_type': 'outbound_click', 'value': '0.678684'}]",0.678684,1.778621,0.213141,,0.033001,0.033001,1.983846,,0.035305,0.661282,14.436048,15.206368,2.183039,2025-11-26,2025-11-26,ABOVE_AVERAGE,1.053361,3573,2.127064,76,"[{'action_type': 'outbound_click', 'value': '76'}]","[{'action_type': 'outbound_click', 'value': '2.127064'}]",AVERAGE,3392,51.58,181,4,172,1298,696,463
,10,,,3,1,1,10,,,,,,22,,22,,,,19,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,3,UNKNOWN,,0.97,"[{'action_type': 'outbound_click', 'value': '0.97'}]",0.97,2.91,0.291,,0.132273,0.132273,,,0.153158,0.97,38.8,45.46875,4,2025-11-26,2025-11-26,UNKNOWN,1.171875,75,4,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4'}]",UNKNOWN,64,2.91,4,3,4,17,8,6
,11,,,2,2,2,11,,,,,,32,,32,1,1,,29,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,2,UNKNOWN,,0.7,"[{'action_type': 'outbound_click', 'value': '0.7'}]",0.7,0.7,0.127273,,0.04375,0.04375,1.4,,0.048276,0.7,15.053763,16.091954,2.150538,2025-11-26,2025-11-26,UNKNOWN,1.068966,93,2.150538,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.150538'}]",UNKNOWN,87,1.4,3,3,3,25,11,6
,,,,5,,,,,,,,,32,,32,,,,27,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,4,UNKNOWN,,0.364,"[{'action_type': 'outbound_click', 'value': '0.364'}]",0.364,,,,0.056875,0.056875,,,0.067407,0.455,20.91954,21.162791,4.597701,2025-11-26,2025-11-26,UNKNOWN,1.011628,87,5.747126,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '5.747126'}]",UNKNOWN,86,1.82,4,4,4,26,13,8
,26,,,9,4,4,26,,,,,,122,,122,3,3,,110,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,9,UNKNOWN,"[{'action_type': 'start_trial_mobile_app', 'value': '5.71'}, {'action_type': 'start_trial_total', 'value': '5.71'}]",0.634444,"[{'action_type': 'outbound_click', 'value': '0.634444'}]",0.634444,1.4275,0.219615,,0.046803,0.046803,1.903333,,0.051909,0.634444,16.695906,17.408537,2.631579,2025-11-26,2025-11-26,UNKNOWN,1.042683,342,2.631579,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",UNKNOWN,328,5.71,20,4,19,101,52,34
,,,,,,,,,,,,,1,,1,,,,1,,6916177885384,13 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.14,0.14,,,0.14,,14,14,0,2025-11-26,2025-11-26,UNKNOWN,1,10,,,,,UNKNOWN,10,0.14,,1,,1,,
,1,,,1,,,1,,,,,,10,,10,1,1,,8,,6916177885584,09 anomansollips - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,1,UNKNOWN,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,0.43,,0.043,0.043,0.43,,0.05375,0.43,19.545455,20.47619,4.545455,2025-11-26,2025-11-26,UNKNOWN,1.047619,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",UNKNOWN,21,0.43,,4,,7,4,2
,,,,,,,,,,,,,5,,5,,,,5,,6916177885784,05 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.136,0.136,,,0.136,,37.777778,40,0,2025-11-26,2025-11-26,UNKNOWN,1.058824,18,,,,,UNKNOWN,17,0.68,1,3,1,5,2,2
