action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,256,2,,63,25,25,256,,,,,,1670,4,1670,22,18,,1585,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,61,ABOVE_AVERAGE,,0.646984,"[{'action_type': 'outbound_click', 'value': '0.646984'}]",0.646984,1.6304,0.159219,,0.024407,0.024407,1.852727,,0.025716,0.668197,10.467386,10.834662,1.566513,2025-11-26,2025-11-26,ABOVE_AVERAGE,1.035088,3894,1.617874,63,"[{'action_type': 'outbound_click', 'value': '63'}]","[{'action_type': 'outbound_click', 'value': '1.617874'}]",AVERAGE,3762,40.76,183,4,171,1522,729,426
2,1176,1,1,234,98,98,1176,2,2,,,2,8496,1,8496,44,42,2,8218,2,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,238,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '27.301667'}, {'action_type': 'subscribe_total', 'value': '27.301667'}, {'action_type': 'start_trial_mobile_app', 'value': '18.201111'}, {'action_type': 'start_trial_total', 'value': '18.201111'}]",0.700043,"[{'action_type': 'outbound_click', 'value': '0.700043'}]",0.700043,1.671531,0.139294,81.905,0.019281,0.019281,3.722955,81.905,0.019933,0.688277,9.50174,10.134876,1.38051,2025-11-26,2025-11-26,ABOVE_AVERAGE,1.066634,17240,1.357309,234,"[{'action_type': 'outbound_click', 'value': '234'}]","[{'action_type': 'outbound_click', 'value': '1.357309'}]",AVERAGE,16163,163.81,690,4,629,7841,3532,1874
,,,,,,,,,,,,,1,,1,,,,1,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-26,2025-11-26,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,4,,1,,
,537,2,1,123,37,37,537,,,,,,2670,3,2670,22,18,,2525,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,126,AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '25.622857'}, {'action_type': 'subscribe_total', 'value': '25.622857'}, {'action_type': 'start_trial_mobile_app', 'value': '14.946667'}, {'action_type': 'start_trial_total', 'value': '14.946667'}]",1.458211,"[{'action_type': 'outbound_click', 'value': '1.458211'}]",1.458211,4.847568,0.334004,,0.067176,0.067176,8.152727,,0.071034,1.423492,23.627981,25.94532,1.65986,2025-11-26,2025-11-26,AVERAGE,1.098076,7591,1.62034,123,"[{'action_type': 'outbound_click', 'value': '123'}]","[{'action_type': 'outbound_click', 'value': '1.62034'}]",AVERAGE,6913,179.36,441,4,420,2422,1264,801
,509,1,,66,37,37,509,,,1,1,,2636,,2636,9,8,,2561,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,71,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '40.9075'}, {'action_type': 'subscribe_total', 'value': '40.9075'}, {'action_type': 'start_trial_mobile_app', 'value': '12.586923'}, {'action_type': 'start_trial_total', 'value': '12.586923'}]",2.479242,"[{'action_type': 'outbound_click', 'value': '2.479242'}]",2.479242,4.422432,0.321473,,0.062075,0.062075,18.181111,,0.063893,2.304648,22.62583,23.183621,0.981748,2025-11-26,2025-11-26,AVERAGE,1.024653,7232,0.912611,66,"[{'action_type': 'outbound_click', 'value': '66'}]","[{'action_type': 'outbound_click', 'value': '0.912611'}]",AVERAGE,7058,163.63,204,3,194,2410,1043,557
,,,,,1,1,,,,,,,,,,,,,,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,0,,,,,,,,,,,,2025-11-26,2025-11-26,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,5,,5,,,,5,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.152,0.152,,,0.152,,38,38,0,2025-11-26,2025-11-26,UNKNOWN,1,20,,,,,UNKNOWN,20,0.76,,2,,5,1,
,,,,,,,,,,,,,2,,2,,,,2,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.155,0.155,,,0.155,,51.666667,51.666667,0,2025-11-26,2025-11-26,UNKNOWN,1,6,,,,,UNKNOWN,6,0.31,,2,,3,2,1
,68,2,,16,3,3,68,,,1,1,,803,2,803,10,7,,777,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '68.16'}, {'action_type': 'subscribe_total', 'value': '68.16'}, {'action_type': 'start_trial_mobile_app', 'value': '68.16'}, {'action_type': 'start_trial_total', 'value': '68.16'}]",4.26,"[{'action_type': 'outbound_click', 'value': '4.26'}]",4.26,22.72,1.002353,,0.084882,0.084882,6.816,,0.087722,3.786667,27.617504,28.626627,0.729335,2025-11-26,2025-11-26,AVERAGE,1.036539,2468,0.648298,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '0.648298'}]",AVERAGE,2381,68.16,67,3,65,742,354,192
,,,,,,,,,,,,,3,,3,,,,3,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.4,0.4,,,0.4,,120,120,0,2025-11-26,2025-11-26,UNKNOWN,1,10,,,,,UNKNOWN,10,1.2,1,7,1,3,1,1
,356,1,,86,25,25,356,,,,,,1700,1,1700,19,18,,1595,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,85,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '49.123333'}, {'action_type': 'subscribe_total', 'value': '49.123333'}, {'action_type': 'start_trial_mobile_app', 'value': '21.052857'}, {'action_type': 'start_trial_total', 'value': '21.052857'}]",1.713605,"[{'action_type': 'outbound_click', 'value': '1.713605'}]",1.713605,5.8948,0.413961,,0.086688,0.086688,7.756316,,0.092395,1.733765,28.890414,31.005681,1.66634,2025-11-26,2025-11-26,AVERAGE,1.073217,5101,1.685944,86,"[{'action_type': 'outbound_click', 'value': '86'}]","[{'action_type': 'outbound_click', 'value': '1.685944'}]",AVERAGE,4753,147.37,268,3,258,1536,789,481
,1,,,3,1,1,1,,,,,,24,,24,,,,21,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,UNKNOWN,,1.5,"[{'action_type': 'outbound_click', 'value': '1.5'}]",1.5,4.5,4.5,,0.1875,0.1875,,,0.214286,1.5,43.269231,52.325581,2.884615,2025-11-26,2025-11-26,UNKNOWN,1.209302,104,2.884615,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.884615'}]",UNKNOWN,86,4.5,2,2,2,21,9,4
,,,,,,,,,,,,,5,,5,,,,5,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.116,0.116,,,0.116,,30.526316,30.526316,0,2025-11-26,2025-11-26,UNKNOWN,1,19,,,,,UNKNOWN,19,0.58,,2,,3,,
,,,,,,,,,,,,,2,,2,,,,2,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.12,0.12,,,0.12,,12,13.333333,0,2025-11-26,2025-11-26,UNKNOWN,1.111111,20,,,,,UNKNOWN,18,0.24,1,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,6916144704784,tyson_rap_2_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-11-26,2025-11-26,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,2,,,,
,73,,,5,4,4,73,,,,,,53,,53,,,,48,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '4.135'}, {'action_type': 'subscribe_total', 'value': '4.135'}, {'action_type': 'start_trial_mobile_app', 'value': '4.135'}, {'action_type': 'start_trial_total', 'value': '4.135'}]",1.654,"[{'action_type': 'outbound_click', 'value': '1.654'}]",1.654,2.0675,0.113288,,0.156038,0.156038,,,0.172292,1.654,38.826291,41.35,2.347418,2025-11-26,2025-11-26,UNKNOWN,1.065,213,2.347418,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.347418'}]",UNKNOWN,200,8.27,6,3,6,44,23,11
,33,,,7,1,1,33,,,,,,94,1,94,3,2,,84,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,7,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '15.18'}, {'action_type': 'subscribe_total', 'value': '15.18'}, {'action_type': 'start_trial_mobile_app', 'value': '15.18'}, {'action_type': 'start_trial_total', 'value': '15.18'}]",2.168571,"[{'action_type': 'outbound_click', 'value': '2.168571'}]",2.168571,15.18,0.46,,0.161489,0.161489,5.06,,0.180714,2.168571,57.5,62.987552,2.651515,2025-11-26,2025-11-26,UNKNOWN,1.095436,264,2.651515,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.651515'}]",UNKNOWN,241,15.18,7,4,7,76,40,25
,,,,,,,,,,,,,22,,22,1,1,,21,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.091364,0.091364,2.01,,0.095714,,34.067797,35.892857,0,2025-11-26,2025-11-26,UNKNOWN,1.053571,59,,,,,UNKNOWN,56,2.01,2,4,2,15,8,3
,,,,,,,,,,,,,30,,30,1,1,,29,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.149333,0.149333,4.48,,0.154483,,44.356436,45.714286,0,2025-11-26,2025-11-26,UNKNOWN,1.030612,101,,,,,UNKNOWN,98,4.48,5,3,5,26,15,10
,106,,1,36,10,10,106,,,1,1,,521,,521,12,10,,473,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,36,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '13.703333'}, {'action_type': 'subscribe_total', 'value': '13.703333'}, {'action_type': 'start_trial_mobile_app', 'value': '10.2775'}, {'action_type': 'start_trial_total', 'value': '10.2775'}]",1.141944,"[{'action_type': 'outbound_click', 'value': '1.141944'}]",1.141944,4.111,0.38783,,0.078906,0.078906,3.425833,,0.086913,1.141944,26.660182,28.312672,2.33463,2025-11-26,2025-11-26,ABOVE_AVERAGE,1.061983,1542,2.33463,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '2.33463'}]",AVERAGE,1452,41.11,63,4,57,409,223,172
3,1074,3,,204,75,75,1074,3,3,3,3,3,3487,5,3487,25,17,3,3258,3,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,201,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.767'}, {'action_type': 'subscribe_total', 'value': '11.767'}, {'action_type': 'start_trial_mobile_app', 'value': '8.115172'}, {'action_type': 'start_trial_total', 'value': '8.115172'}]",1.153627,"[{'action_type': 'outbound_click', 'value': '1.153627'}]",1.153627,3.137867,0.219125,78.446667,0.067491,0.067491,9.4136,78.446667,0.072235,1.170846,20.638428,24.845861,1.762694,2025-11-26,2025-11-26,ABOVE_AVERAGE,1.203864,11403,1.789003,204,"[{'action_type': 'outbound_click', 'value': '204'}]","[{'action_type': 'outbound_click', 'value': '1.789003'}]",BELOW_AVERAGE_35,9472,235.34,371,4,358,2802,1465,1013
,,,,1,,,,,,,,,11,,11,,,,10,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,UNKNOWN,,4.16,"[{'action_type': 'outbound_click', 'value': '4.16'}]",4.16,,,,0.378182,0.378182,,,0.416,4.16,112.432432,134.193548,2.702703,2025-11-26,2025-11-26,UNKNOWN,1.193548,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",UNKNOWN,31,4.16,1,2,1,8,3,2
,,,,,,,,,,,,,2,,2,,,,2,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,,,,0.15,0.15,,,0.15,,37.5,37.5,0,2025-11-26,2025-11-26,UNKNOWN,1,8,,,,,UNKNOWN,8,0.3,1,5,1,2,2,2
