action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,,,,1,,,,,,,,,,,,,,6912302343584,04 creatydesign06_natural-looking_y2k,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,,,,,,0,,,,,,,,,,,2025-11-25,2025-11-25,0,0,,,,,facebook,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,52,52,0,2025-11-25,2025-11-25,1,5,,,,,facebook,5,0.26,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-11-25,2025-11-25,1,2,,,,,instagram,2,0.07,,2,,1,,
,468,1,,133,42,42,468,,,1,1,,2973,6,2973,27,20,,2813,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,125,"[{'action_type': 'subscribe_mobile_app', 'value': '23.129667'}, {'action_type': 'subscribe_total', 'value': '23.129667'}, {'action_type': 'start_trial_mobile_app', 'value': '23.129667'}, {'action_type': 'start_trial_total', 'value': '23.129667'}]",0.521722,"[{'action_type': 'outbound_click', 'value': '0.525674'}]",0.521722,1.652119,0.148267,,0.02334,0.02334,2.569963,,0.024667,0.555112,10.784737,10.90679,1.942804,2025-11-25,2025-11-25,1.011317,6434,2.067143,133,"[{'action_type': 'outbound_click', 'value': '132'}]","[{'action_type': 'outbound_click', 'value': '2.051601'}]",facebook,6362,69.389001,421,4,393,2706,1363,843
,31,,,4,3,3,31,,,,,,157,2,157,7,5,,146,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,8,,1.810235,"[{'action_type': 'outbound_click', 'value': '1.810235'}]",1.810235,2.413646,0.233579,,0.046121,0.046121,1.03442,,0.049595,0.905117,13.978647,14.5109,1.544402,2025-11-25,2025-11-25,1.038076,518,0.772201,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.772201'}]",instagram,499,7.240939,19,3,19,139,67,37
,,,,,,,,,,,,,17,,17,1,1,,16,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.027062,0.027062,0.46006,,0.028754,,12.779436,12.779436,0,2025-11-25,2025-11-25,1,36,,,,,threads,36,0.46006,1,4,1,16,6,5
3,1324,6,2,306,120,120,1324,3,3,2,2,3,13100,1,13100,67,62,3,12727,3,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,302,"[{'action_type': 'subscribe_mobile_app', 'value': '41.341667'}, {'action_type': 'subscribe_total', 'value': '41.341667'}, {'action_type': 'start_trial_mobile_app', 'value': '24.805'}, {'action_type': 'start_trial_total', 'value': '24.805'}]",0.810621,"[{'action_type': 'outbound_click', 'value': '0.810621'}]",0.810621,2.067083,0.187349,82.683333,0.018935,0.018935,3.702239,82.683333,0.01949,0.821358,9.167005,9.758832,1.11608,2025-11-25,2025-11-25,1.064561,27059,1.130862,306,"[{'action_type': 'outbound_click', 'value': '306'}]","[{'action_type': 'outbound_click', 'value': '1.130862'}]",facebook,25418,248.05,1027,4,926,12134,5370,2835
,90,,,20,9,9,90,,,1,1,,572,,572,5,4,,547,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,22,,0.7775,"[{'action_type': 'outbound_click', 'value': '0.7775'}]",0.7775,1.727778,0.172778,,0.027185,0.027185,3.11,,0.028428,0.706818,12.054264,12.091757,1.705426,2025-11-25,2025-11-25,1.00311,1290,1.550388,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.550388'}]",instagram,1286,15.55,29,4,29,520,190,89
,,,,,,,,,,,,,7,,7,,,,7,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.051429,0.051429,,,0.051429,,25.714286,27.692308,0,2025-11-25,2025-11-25,1.076923,14,,,,,threads,13,0.36,,4,,5,2,
,,,,,,,,,,,,,2,,2,,,,2,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.09,0.09,,,0.09,,25.714286,30,0,2025-11-25,2025-11-25,1.166667,7,,,,,facebook,6,0.18,,2,,2,1,1
,,,,,,,,,,,,,1,,1,,,,1,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-11-25,2025-11-25,1,1,,,,,facebook,1,0.06,,12,,1,1,1
,,,,,1,1,,,,,,,,,,,,,,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0.07,,,,,,,,,35,35,0,2025-11-25,2025-11-25,1,2,,,,,instagram,2,0.07,,1,,,,
,,,,,,,,,,,,,16,,16,,,,16,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.025,0.025,,,0.025,,17.391304,28.571429,0,2025-11-25,2025-11-25,1.642857,23,,,,,audience_network,14,0.4,6,7,7,15,13,9
,364,4,,126,34,34,364,,,,,,2451,1,2451,12,11,,2313,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,121,"[{'action_type': 'subscribe_mobile_app', 'value': '52.223333'}, {'action_type': 'subscribe_total', 'value': '52.223333'}, {'action_type': 'start_trial_mobile_app', 'value': '22.381429'}, {'action_type': 'start_trial_total', 'value': '22.381429'}]",1.243413,"[{'action_type': 'outbound_click', 'value': '1.243413'}]",1.243413,4.607941,0.430412,,0.063921,0.063921,13.055833,,0.067735,1.294793,23.366145,24.931572,1.804623,2025-11-25,2025-11-25,1.066996,6705,1.879195,126,"[{'action_type': 'outbound_click', 'value': '126'}]","[{'action_type': 'outbound_click', 'value': '1.879195'}]",facebook,6284,156.67,371,4,343,2238,1129,724
,71,,1,11,4,4,71,,,,,,373,,373,4,3,,358,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,19,"[{'action_type': 'start_trial_mobile_app', 'value': '34.4'}, {'action_type': 'start_trial_total', 'value': '34.4'}]",3.127273,"[{'action_type': 'outbound_click', 'value': '3.127273'}]",3.127273,8.6,0.484507,,0.092225,0.092225,8.6,,0.096089,1.810526,23.773324,25.256975,1.313062,2025-11-25,2025-11-25,1.062408,1447,0.760194,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.760194'}]",instagram,1362,34.4,45,3,45,339,156,99
,,,,,,,,,,,,,111,,111,,,,111,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.030811,0.030811,,,0.030811,,15.688073,15.833333,0,2025-11-25,2025-11-25,1.009259,218,,,,,threads,216,3.42,16,6,19,101,55,30
1,306,1,,42,20,20,306,1,1,,,1,1428,,1428,8,8,1,1378,1,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,41,"[{'action_type': 'subscribe_mobile_app', 'value': '15.309819'}, {'action_type': 'subscribe_total', 'value': '15.309819'}, {'action_type': 'start_trial_mobile_app', 'value': '11.482364'}, {'action_type': 'start_trial_total', 'value': '11.482364'}]",2.187117,"[{'action_type': 'outbound_click', 'value': '2.187117'}]",2.187117,4.592946,0.300193,91.858912,0.064327,0.064327,11.482364,91.858912,0.066661,2.240461,22.958988,25.077508,1.024744,2025-11-25,2025-11-25,1.092274,4001,1.049738,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.049738'}]",facebook,3663,91.858912,95,3,85,1317,584,295
,29,,,6,3,3,29,,,,,,107,,107,2,2,,99,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,1.738502,"[{'action_type': 'outbound_click', 'value': '1.738502'}]",1.738502,3.477004,0.35969,,0.097486,0.097486,5.215506,,0.105364,1.738502,27.522459,28.81495,1.583113,2025-11-25,2025-11-25,1.046961,379,1.583113,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.583113'}]",instagram,362,10.431012,7,2,7,92,31,14
,,,,,,,,,,,,,31,,31,,,,31,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.025164,0.025164,,,0.025164,,14.183194,14.183194,0,2025-11-25,2025-11-25,1,55,,,,,threads,55,0.780076,4,5,4,30,18,11
,,,,,,,,,,,,,1,,1,,,,1,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-11-25,2025-11-25,1,1,,,,,audience_network,1,0.04,,9,,1,1,
,44,,,30,6,6,44,,,,,,381,,381,4,4,,347,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '81.51'}, {'action_type': 'subscribe_total', 'value': '81.51'}, {'action_type': 'start_trial_mobile_app', 'value': '81.51'}, {'action_type': 'start_trial_total', 'value': '81.51'}]",2.717,"[{'action_type': 'outbound_click', 'value': '2.717'}]",2.717,13.585,1.8525,,0.213937,0.213937,20.3775,,0.234899,3.018889,34.494287,40.552239,1.142615,2025-11-25,2025-11-25,1.175622,2363,1.269573,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.269573'}]",facebook,2010,81.51,76,2,70,344,164,105
,21,,,10,3,3,21,,,,,,75,,75,1,1,,64,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,12,"[{'action_type': 'subscribe_mobile_app', 'value': '25.51'}, {'action_type': 'subscribe_total', 'value': '25.51'}, {'action_type': 'start_trial_mobile_app', 'value': '25.51'}, {'action_type': 'start_trial_total', 'value': '25.51'}]",2.551,"[{'action_type': 'outbound_click', 'value': '2.551'}]",2.551,8.503333,1.214762,,0.340133,0.340133,25.51,,0.398594,2.125833,45.635063,51.744422,2.146691,2025-11-25,2025-11-25,1.133874,559,1.788909,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.788909'}]",instagram,493,25.51,15,2,15,64,35,23
,,,,,,,,,,,,,58,,58,,,,58,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.052931,0.052931,,,0.052931,,20.884354,21.172414,0,2025-11-25,2025-11-25,1.013793,147,,,,,threads,145,3.07,8,5,8,58,31,18
,,,,,,,,,,,,,,,,,,,,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,170,170,0,2025-11-25,2025-11-25,1,1,,,,,facebook,1,0.17,,2,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.035,0.035,,,0.035,,11.666667,11.666667,0,2025-11-25,2025-11-25,1,6,,,,,instagram,6,0.07,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-11-25,2025-11-25,1,1,,,,,facebook,1,0.03,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,40,40,0,2025-11-25,2025-11-25,1,1,,,,,instagram,1,0.04,,3,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,3.333333,3.333333,0,2025-11-25,2025-11-25,1,3,,,,,threads,3,0.01,1,7,1,1,1,1
