action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,125,,,35,17,17,125,,,,,,966,,966,7,7,,924,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,55-64,6913347651784,FB_iOS_itoshi_rap_install,35,"[{'action_type': 'subscribe_mobile_app', 'value': '19.32'}, {'action_type': 'subscribe_total', 'value': '19.32'}, {'action_type': 'start_trial_mobile_app', 'value': '19.32'}, {'action_type': 'start_trial_total', 'value': '19.32'}]",0.552,"[{'action_type': 'outbound_click', 'value': '0.552'}]",0.552,1.136471,0.15456,,0.02,0.02,2.76,,0.020909,0.552,10.222222,10.597916,1.851852,2025-11-28,2025-11-28,1.036753,1890,1.851852,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",1823,19.32,84,5,71,877,388,202
,23,,,5,3,3,23,,,,,,175,,175,,,,170,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,65+,6913347651784,FB_iOS_itoshi_rap_install,5,,0.832,"[{'action_type': 'outbound_click', 'value': '0.832'}]",0.832,1.386667,0.18087,,0.023771,0.023771,,,0.024471,0.832,12.057971,12.45509,1.449275,2025-11-28,2025-11-28,1.032934,345,1.449275,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.449275'}]",334,4.16,19,4,19,160,72,43
,,,,,,,,,,,,,,,,,,,,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-28,2025-11-28,1,1,,,,,1,0,,1,,,,
,2,,,1,,,2,,,,,,45,,45,,,,44,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,4.65,"[{'action_type': 'outbound_click', 'value': '4.65'}]",4.65,,2.325,,0.103333,0.103333,,,0.105682,1.1625,23.019802,25,1.980198,2025-11-28,2025-11-28,1.086022,202,0.49505,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.49505'}]",186,4.65,4,2,4,43,18,9
,20,1,,12,1,1,20,,,,,,476,,476,,,,464,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,"[{'action_type': 'start_trial_mobile_app', 'value': '39.2'}, {'action_type': 'start_trial_total', 'value': '39.2'}]",3.266667,"[{'action_type': 'outbound_click', 'value': '3.266667'}]",3.266667,39.2,1.96,,0.082353,0.082353,,,0.084483,2.8,22.88383,24.685139,0.81728,2025-11-28,2025-11-28,1.078715,1713,0.700525,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.700525'}]",1588,39.2,70,3,67,442,242,135
,214,1,,38,10,10,214,,,,,,1361,1,1361,9,8,,1314,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,37,"[{'action_type': 'subscribe_mobile_app', 'value': '100.22'}, {'action_type': 'subscribe_total', 'value': '100.22'}, {'action_type': 'start_trial_mobile_app', 'value': '16.703333'}, {'action_type': 'start_trial_total', 'value': '16.703333'}]",2.637368,"[{'action_type': 'outbound_click', 'value': '2.637368'}]",2.637368,10.022,0.468318,,0.073637,0.073637,11.135556,,0.076271,2.708649,23.94171,25.02372,0.883899,2025-11-28,2025-11-28,1.045194,4186,0.907788,38,"[{'action_type': 'outbound_click', 'value': '38'}]","[{'action_type': 'outbound_click', 'value': '0.907788'}]",4005,100.22,241,3,232,1253,687,427
,123,1,,40,11,11,123,,,,,,1220,1,1220,8,7,,1172,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,41,"[{'action_type': 'subscribe_mobile_app', 'value': '21.8175'}, {'action_type': 'subscribe_total', 'value': '21.8175'}, {'action_type': 'start_trial_mobile_app', 'value': '17.454'}, {'action_type': 'start_trial_total', 'value': '17.454'}]",2.18175,"[{'action_type': 'outbound_click', 'value': '2.18175'}]",2.18175,7.933636,0.709512,,0.071533,0.071533,10.90875,,0.074462,2.128537,28.510291,30.859265,1.339432,2025-11-28,2025-11-28,1.08239,3061,1.306763,40,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '1.306763'}]",2828,87.27,228,4,218,1130,599,376
,76,2,,16,2,2,76,,,,,,288,,288,1,1,,271,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,"[{'action_type': 'subscribe_mobile_app', 'value': '25.58'}, {'action_type': 'subscribe_total', 'value': '25.58'}, {'action_type': 'start_trial_mobile_app', 'value': '8.526667'}, {'action_type': 'start_trial_total', 'value': '8.526667'}]",1.59875,"[{'action_type': 'outbound_click', 'value': '1.59875'}]",1.59875,12.79,0.336579,,0.088819,0.088819,25.58,,0.094391,1.827143,39.96875,41.729201,2.1875,2025-11-28,2025-11-28,1.044046,640,2.5,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",613,25.58,55,4,52,253,132,96
,,,,2,,,,,,,,,48,,48,,,,46,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,1.77,"[{'action_type': 'outbound_click', 'value': '1.77'}]",1.77,,,,0.07375,0.07375,,,0.076957,1.77,25.285714,26.616541,1.428571,2025-11-28,2025-11-28,1.052632,140,1.428571,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",133,3.54,8,3,8,45,23,13
,,,,,1,1,,,,,,,10,,10,,,,10,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0.85,,,0.085,0.085,,,0.085,,26.5625,26.5625,0,2025-11-28,2025-11-28,1,32,,,,,32,0.85,2,4,2,10,7,4
,9,,,4,,,9,,,,,,93,,93,,,,89,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,1.7975,"[{'action_type': 'outbound_click', 'value': '1.7975'}]",1.7975,,0.798889,,0.077312,0.077312,,,0.080787,1.7975,19.69863,20.253521,1.09589,2025-11-28,2025-11-28,1.028169,365,1.09589,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.09589'}]",355,7.19,4,2,4,84,33,20
,108,,,11,6,6,108,,,,,,415,,415,,,,404,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,"[{'action_type': 'subscribe_mobile_app', 'value': '27.03'}, {'action_type': 'subscribe_total', 'value': '27.03'}, {'action_type': 'start_trial_mobile_app', 'value': '13.515'}, {'action_type': 'start_trial_total', 'value': '13.515'}]",2.457273,"[{'action_type': 'outbound_click', 'value': '2.457273'}]",2.457273,4.505,0.250278,,0.065133,0.065133,,,0.066906,2.457273,19.143059,19.729927,0.779037,2025-11-28,2025-11-28,1.030657,1412,0.779037,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.779037'}]",1370,27.03,31,3,29,379,167,95
,135,,,18,12,12,135,,,,,,548,,548,2,2,,528,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,17,"[{'action_type': 'subscribe_mobile_app', 'value': '33.6'}, {'action_type': 'subscribe_total', 'value': '33.6'}, {'action_type': 'start_trial_mobile_app', 'value': '8.4'}, {'action_type': 'start_trial_total', 'value': '8.4'}]",1.866667,"[{'action_type': 'outbound_click', 'value': '1.866667'}]",1.866667,2.8,0.248889,,0.061314,0.061314,16.8,,0.063636,1.976471,23.628692,25.055928,1.195499,2025-11-28,2025-11-28,1.060403,1422,1.265823,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",1341,33.6,55,4,50,495,230,132
,23,,,5,1,1,23,,,,,,138,,138,1,1,,132,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,,1.99,"[{'action_type': 'outbound_click', 'value': '1.99'}]",1.99,9.95,0.432609,,0.072101,0.072101,9.95,,0.075379,1.99,28.107345,28.924419,1.412429,2025-11-28,2025-11-28,1.02907,354,1.412429,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.412429'}]",344,9.95,15,3,13,127,55,35
,,,,,,,,,,,,,14,,14,,,,14,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.061429,0.061429,,,0.061429,,18.695652,20,0,2025-11-28,2025-11-28,1.069767,46,,,,,43,0.86,1,3,1,14,5,3
,1,,,1,,,1,,,,,,73,,73,2,2,,70,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,5.64,"[{'action_type': 'outbound_click', 'value': '5.64'}]",5.64,,5.64,,0.07726,0.07726,2.82,,0.080571,5.64,21.283019,22.650602,0.377358,2025-11-28,2025-11-28,1.064257,265,0.377358,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.377358'}]",249,5.64,7,3,7,68,21,13
,5,,,6,1,1,5,,,,,,281,,281,2,2,,273,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,7,"[{'action_type': 'start_trial_mobile_app', 'value': '20.68'}, {'action_type': 'start_trial_total', 'value': '20.68'}]",3.446667,"[{'action_type': 'outbound_click', 'value': '3.446667'}]",3.446667,20.68,4.136,,0.073594,0.073594,10.34,,0.075751,2.954286,18.903108,20.577114,0.639854,2025-11-28,2025-11-28,1.088557,1094,0.548446,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.548446'}]",1005,20.68,32,3,32,258,107,62
,30,,,18,6,6,30,,,,,,548,,548,3,3,,527,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,19,,2.512222,"[{'action_type': 'outbound_click', 'value': '2.512222'}]",2.512222,7.536667,1.507333,,0.082518,0.082518,15.073333,,0.085806,2.38,24.443243,27.861984,1.027027,2025-11-28,2025-11-28,1.139864,1850,0.972973,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '0.972973'}]",1623,45.22,56,3,53,501,230,132
,80,,,11,6,6,80,,,,,,364,,364,,,,353,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,11,"[{'action_type': 'subscribe_mobile_app', 'value': '13.45'}, {'action_type': 'subscribe_total', 'value': '13.45'}, {'action_type': 'start_trial_mobile_app', 'value': '8.966667'}, {'action_type': 'start_trial_total', 'value': '8.966667'}]",2.445455,"[{'action_type': 'outbound_click', 'value': '2.445455'}]",2.445455,4.483333,0.33625,,0.073901,0.073901,,,0.076204,2.445455,27.533265,29.78959,1.125896,2025-11-28,2025-11-28,1.081949,977,1.125896,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.125896'}]",903,26.9,40,3,37,330,143,85
,1,1,,3,,,1,,,,,,75,,75,1,1,,71,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,1.903333,"[{'action_type': 'outbound_click', 'value': '1.903333'}]",1.903333,,5.71,,0.076133,0.076133,5.71,,0.080423,1.4275,33.00578,37.81457,2.312139,2025-11-28,2025-11-28,1.145695,173,1.734104,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.734104'}]",151,5.71,5,4,5,67,32,17
,,,,1,,,,,,,,,5,,5,,,,4,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,,,,0.118,0.118,,,0.1475,0.59,24.583333,24.583333,4.166667,2025-11-28,2025-11-28,1,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",24,0.59,,2,,4,3,1
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,125,125,0,2025-11-28,2025-11-28,1,2,,,,,2,0.25,,2,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,100,100,0,2025-11-28,2025-11-28,1,3,,,,,3,0.3,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,40,40,0,2025-11-28,2025-11-28,1,1,,,,,1,0.04,,4,,,,
,20,,1,6,2,2,20,,,2,2,,293,,293,7,4,,280,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,8,,3.95769,"[{'action_type': 'outbound_click', 'value': '3.95769'}]",3.95769,11.873069,1.187307,,0.081045,0.081045,3.392305,,0.084808,2.968267,21.35444,22.76715,0.719424,2025-11-28,2025-11-28,1.066155,1112,0.539568,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.539568'}]",1043,23.746138,30,3,29,267,120,65
,225,,,37,13,13,225,,,,,,797,,797,7,7,,753,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,42,"[{'action_type': 'subscribe_mobile_app', 'value': '19.181625'}, {'action_type': 'subscribe_total', 'value': '19.181625'}, {'action_type': 'start_trial_mobile_app', 'value': '11.508975'}, {'action_type': 'start_trial_total', 'value': '11.508975'}]",1.555267,"[{'action_type': 'outbound_click', 'value': '1.555267'}]",1.555267,4.426529,0.255755,,0.072202,0.072202,8.220696,,0.076421,1.370116,19.473731,21.921857,1.42132,2025-11-28,2025-11-28,1.125714,2955,1.252115,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '1.252115'}]",2625,57.544874,102,3,96,714,365,209
,167,,1,36,14,14,167,,,,,,1192,1,1192,10,8,,1146,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,33,"[{'action_type': 'subscribe_mobile_app', 'value': '29.861052'}, {'action_type': 'subscribe_total', 'value': '29.861052'}, {'action_type': 'start_trial_mobile_app', 'value': '22.395789'}, {'action_type': 'start_trial_total', 'value': '22.395789'}]",2.488421,"[{'action_type': 'outbound_click', 'value': '2.488421'}]",2.488421,6.398797,0.536426,,0.075154,0.075154,8.958316,,0.07817,2.714641,22.610589,24.904964,0.832913,2025-11-28,2025-11-28,1.101473,3962,0.908632,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '0.908632'}]",3597,89.583155,158,4,153,1095,568,323
,140,,,18,9,9,140,,,,,,601,2,601,9,7,,574,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,16,"[{'action_type': 'subscribe_mobile_app', 'value': '23.891175'}, {'action_type': 'subscribe_total', 'value': '23.891175'}, {'action_type': 'start_trial_mobile_app', 'value': '15.92745'}, {'action_type': 'start_trial_total', 'value': '15.92745'}]",2.654575,"[{'action_type': 'outbound_click', 'value': '2.654575'}]",2.654575,5.30915,0.341303,,0.079505,0.079505,5.30915,,0.083245,2.986397,29.55,32.772531,0.989487,2025-11-28,2025-11-28,1.109054,1617,1.113173,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.113173'}]",1458,47.782351,71,4,67,542,275,162
,11,,,10,2,2,11,,,,,,122,,122,1,1,,111,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,9,,1.133293,"[{'action_type': 'outbound_click', 'value': '1.133293'}]",1.133293,5.666465,1.030266,,0.092893,0.092893,11.332929,,0.102098,1.259214,42.28705,47.61735,3.358209,2025-11-28,2025-11-28,1.12605,268,3.731343,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '3.731343'}]",238,11.332929,21,5,20,107,58,41
,2,,,1,,,2,,,,,,20,,20,,,,19,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,2.140553,"[{'action_type': 'outbound_click', 'value': '2.140553'}]",2.140553,,1.070277,,0.107028,0.107028,,,0.112661,2.140553,31.948556,35.675888,1.492537,2025-11-28,2025-11-28,1.116667,67,1.492537,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.492537'}]",60,2.140553,5,4,4,17,12,9
,,,,,,,,,,,,,1,,1,,,,1,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-11-28,2025-11-28,1,3,,,,,3,0.05,,2,,1,,
,,,,,,,,,,,,,7,,7,,,,7,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.118571,0.118571,,,0.118571,,23.714286,25.151515,0,2025-11-28,2025-11-28,1.060606,35,,,,,33,0.83,2,3,2,6,6,4
