action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
1,442,3,,64,43,43,442,1,1,16,,,,,1,1787,,1787,16,16,1,1707,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,69,"[{'action_type': 'subscribe_mobile_app', 'value': '20.09'}, {'action_type': 'subscribe_total', 'value': '20.09'}, {'action_type': 'start_trial_mobile_app', 'value': '26.786667'}, {'action_type': 'start_trial_total', 'value': '26.786667'}]",1.255625,"[{'action_type': 'outbound_click', 'value': '1.255625'}]",1.255625,1.868837,0.18181,80.36,0.044969,0.044969,5.0225,80.36,0.047077,1.164638,20.303183,20.987203,1.743305,2025-12-14,2025-12-14,1.03369,male,3958,1.616978,64,"[{'action_type': 'outbound_click', 'value': '64'}]","[{'action_type': 'outbound_click', 'value': '1.616978'}]",3829,80.36,182,4,171,1526,850,527
,6,,,1,,,6,,,,,,,,,16,,16,,,,15,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.84,"[{'action_type': 'outbound_click', 'value': '0.84'}]",0.84,,0.14,,0.0525,0.0525,,,0.056,0.84,20,20.487805,2.380952,2025-12-14,2025-12-14,1.02439,unknown,42,2.380952,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",41,0.84,2,4,2,12,8,7
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-14,2025-12-14,1,male,2,,,,,2,0.03,,5,,1,1,
,1,,,,,,1,,,,,,,,,4,,4,,,,4,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.27,,0.0675,0.0675,,,0.0675,,19.285714,19.285714,0,2025-12-14,2025-12-14,1,female,14,,,,,14,0.27,,3,,4,1,1
,36,,,10,5,5,36,,,7,,,,,,357,1,357,8,7,,339,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'start_trial_mobile_app', 'value': '14.88'}, {'action_type': 'start_trial_total', 'value': '14.88'}]",1.488,"[{'action_type': 'outbound_click', 'value': '1.488'}]",1.488,2.976,0.413333,,0.041681,0.041681,1.86,,0.043894,1.24,17.322468,17.906137,1.396973,2025-12-14,2025-12-14,1.033694,male,859,1.164144,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.164144'}]",831,14.88,29,4,28,305,134,70
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.035,0.035,,,0.035,,14,14,0,2025-12-14,2025-12-14,1,unknown,5,,,,,5,0.07,,2,,2,,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6920992824584,01 Jesus_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0,"[{'action_type': 'outbound_click', 'value': '0'}]",0,,,,0,0,,,0,0,0,0,33.333333,2025-12-14,2025-12-14,1,male,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",3,0,,5,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,60,0,2025-12-14,2025-12-14,2,female,2,,,,,1,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0.04,,4,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,10,13.333333,0,2025-12-14,2025-12-14,1.333333,female,4,,,,,3,0.04,,5,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,26.666667,26.666667,0,2025-12-14,2025-12-14,1,male,3,,,,,3,0.08,,2,,,,
,398,2,,78,26,26,398,,,28,,,2,,,2051,2,2051,32,30,,1941,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,77,"[{'action_type': 'subscribe_mobile_app', 'value': '16.355'}, {'action_type': 'subscribe_total', 'value': '16.355'}, {'action_type': 'start_trial_mobile_app', 'value': '12.26625'}, {'action_type': 'start_trial_total', 'value': '12.26625'}]",1.258077,"[{'action_type': 'outbound_click', 'value': '1.258077'}]",1.258077,3.774231,0.246558,,0.047845,0.047845,3.066563,,0.050556,1.274416,25.343492,27.212978,1.988636,2025-12-14,2025-12-14,1.073766,female,3872,2.014463,78,"[{'action_type': 'outbound_click', 'value': '78'}]","[{'action_type': 'outbound_click', 'value': '2.014463'}]",3606,98.13,332,6,308,1825,1147,830
,,,,2,,,,,,1,,,,,,107,1,107,2,1,,103,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,2.72,"[{'action_type': 'outbound_click', 'value': '2.72'}]",2.72,,,,0.050841,0.050841,2.72,,0.052816,2.72,20.528302,22.479339,0.754717,2025-12-14,2025-12-14,1.095041,male,265,0.754717,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.754717'}]",242,5.44,19,5,18,96,61,45
,,,,,,,,,,,,,,,,5,,5,,,,5,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.078,0.078,,,0.078,,32.5,32.5,0,2025-12-14,2025-12-14,1,unknown,12,,,,,12,0.39,2,6,2,5,5,4
,,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-14,2025-12-14,1,female,1,,,,,1,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0.02,,2,,,,
,3,,,8,,,3,,,5,,,,,,145,,145,5,5,,132,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,9,,0.85625,"[{'action_type': 'outbound_click', 'value': '0.85625'}]",0.85625,,2.283333,,0.047241,0.047241,1.37,,0.051894,0.761111,21.339564,22.385621,2.803738,2025-12-14,2025-12-14,1.04902,female,321,2.492212,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.492212'}]",306,6.85,16,4,16,113,60,37
2,611,3,1,89,45,45,611,2,2,25,1,1,,,2,2416,5,2416,32,25,2,2295,2,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,91,"[{'action_type': 'subscribe_mobile_app', 'value': '9.962222'}, {'action_type': 'subscribe_total', 'value': '9.962222'}, {'action_type': 'start_trial_mobile_app', 'value': '8.150909'}, {'action_type': 'start_trial_total', 'value': '8.150909'}]",1.007416,"[{'action_type': 'outbound_click', 'value': '1.007416'}]",1.007416,1.992444,0.146743,44.83,0.037111,0.037111,2.801875,44.83,0.039068,0.985275,17.712367,18.60552,1.797708,2025-12-14,2025-12-14,1.050425,male,5062,1.758198,89,"[{'action_type': 'outbound_click', 'value': '89'}]","[{'action_type': 'outbound_click', 'value': '1.758198'}]",4819,89.66,173,5,161,2025,1039,561
,2,,,1,2,2,2,,,,,,,,,18,,18,,,,17,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,"[{'action_type': 'subscribe_mobile_app', 'value': '0.73'}, {'action_type': 'subscribe_total', 'value': '0.73'}, {'action_type': 'start_trial_mobile_app', 'value': '0.365'}, {'action_type': 'start_trial_total', 'value': '0.365'}]",0.73,"[{'action_type': 'outbound_click', 'value': '0.73'}]",0.73,0.365,0.365,,0.040556,0.040556,,,0.042941,0.73,18.25,18.25,2.5,2025-12-14,2025-12-14,1,unknown,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",40,0.73,3,6,2,16,8,5
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,,,0.03,0.03,,,0.06,0.06,60,60,100,2025-12-14,2025-12-14,1,male,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.06,,9,,1,1,
,479,1,,101,32,32,479,,,27,1,1,2,,,2496,3,2496,33,29,,2362,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,98,"[{'action_type': 'subscribe_mobile_app', 'value': '14.022857'}, {'action_type': 'subscribe_total', 'value': '14.022857'}, {'action_type': 'start_trial_mobile_app', 'value': '14.022857'}, {'action_type': 'start_trial_total', 'value': '14.022857'}]",0.971881,"[{'action_type': 'outbound_click', 'value': '0.971881'}]",0.971881,3.0675,0.204927,,0.039327,0.039327,2.974545,,0.041558,1.001633,19.786333,20.415973,1.975408,2025-12-14,2025-12-14,1.031822,female,4961,2.03588,101,"[{'action_type': 'outbound_click', 'value': '101'}]","[{'action_type': 'outbound_click', 'value': '2.03588'}]",4808,98.16,308,5,285,2132,1331,930
,8,,,6,,,8,,,1,,,,,,77,,77,1,1,,70,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,,0.635,"[{'action_type': 'outbound_click', 'value': '0.635'}]",0.635,,0.47625,,0.049481,0.049481,3.81,,0.054429,0.762,20.483871,21.404494,2.688172,2025-12-14,2025-12-14,1.044944,male,186,3.225806,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.225806'}]",178,3.81,13,4,12,61,40,33
,,,,,,,,,,,,,,,,13,,13,,,,13,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.057692,0.057692,,,0.057692,,25.862069,26.785714,0,2025-12-14,2025-12-14,1.035714,unknown,29,,,,,28,0.75,3,5,3,11,10,7
,,,,,,,,,,1,,,,,,7,,7,1,1,,6,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.085714,0.085714,0.6,,0.1,,22.222222,24,0,2025-12-14,2025-12-14,1.08,female,27,,,,,25,0.6,1,2,,6,2,1
,,,,,,,,,,,,,,,,6,,6,,,,6,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.071667,0.071667,,,0.071667,,28.666667,33.076923,0,2025-12-14,2025-12-14,1.153846,male,15,,,,,13,0.43,,4,,6,2,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-14,2025-12-14,1,female,3,,,,,3,0.05,,3,,1,,
,164,1,,39,17,17,164,,,12,,,,,,1158,,1158,12,12,,1107,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,42,"[{'action_type': 'subscribe_mobile_app', 'value': '12.192'}, {'action_type': 'subscribe_total', 'value': '12.192'}, {'action_type': 'start_trial_mobile_app', 'value': '12.192'}, {'action_type': 'start_trial_total', 'value': '12.192'}]",1.563077,"[{'action_type': 'outbound_click', 'value': '1.563077'}]",1.563077,3.585882,0.371707,,0.052642,0.052642,5.08,,0.055068,1.451429,25.506276,27.141585,1.757322,2025-12-14,2025-12-14,1.064114,female,2390,1.631799,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.631799'}]",2246,60.96,168,5,158,1004,658,447
,2,,,4,,,2,,,1,,,,,,154,,154,1,1,,149,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.6625,"[{'action_type': 'outbound_click', 'value': '1.6625'}]",1.6625,,3.325,,0.043182,0.043182,6.65,,0.044631,1.6625,19.109195,21.178344,1.149425,2025-12-14,2025-12-14,1.10828,male,348,1.149425,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.149425'}]",314,6.65,20,4,19,131,79,56
,,,,2,,,,,,,,,,,,7,,7,,,,5,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.245,"[{'action_type': 'outbound_click', 'value': '0.245'}]",0.245,,,,0.07,0.07,,,0.098,0.245,30.625,30.625,12.5,2025-12-14,2025-12-14,1,unknown,16,12.5,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",16,0.49,1,3,1,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,male,2,,,,,2,0.02,,1,,,,
,109,2,,24,10,10,109,,,8,,,,,,590,,590,8,8,,558,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,24,"[{'action_type': 'subscribe_mobile_app', 'value': '29.31'}, {'action_type': 'subscribe_total', 'value': '29.31'}, {'action_type': 'start_trial_mobile_app', 'value': '29.31'}, {'action_type': 'start_trial_total', 'value': '29.31'}]",1.22125,"[{'action_type': 'outbound_click', 'value': '1.22125'}]",1.22125,2.931,0.268899,,0.049678,0.049678,3.66375,,0.052527,1.22125,23.133386,24.103618,1.894238,2025-12-14,2025-12-14,1.041941,female,1267,1.894238,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.894238'}]",1216,29.31,51,5,47,508,284,213
,9,,,3,3,3,9,,,,,,,,,94,,94,,,,91,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.416667,"[{'action_type': 'outbound_click', 'value': '1.416667'}]",1.416667,1.416667,0.472222,,0.045213,0.045213,,,0.046703,1.416667,19.585253,20.731707,1.382488,2025-12-14,2025-12-14,1.058537,male,217,1.382488,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.382488'}]",205,4.25,7,4,7,83,41,30
,3,,,1,,,3,,,,,,,,,8,,8,,,,7,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.36,"[{'action_type': 'outbound_click', 'value': '0.36'}]",0.36,,0.12,,0.045,0.045,,,0.051429,0.36,20,20,5.555556,2025-12-14,2025-12-14,1,unknown,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",18,0.36,,4,,6,3,3
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-14,2025-12-14,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-14,2025-12-14,0,male,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0,,0,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0.03,,3,,,,
,322,,,64,43,43,322,,,35,6,7,,1,,2622,,2622,42,35,,2516,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,85,"[{'action_type': 'subscribe_mobile_app', 'value': '10.113'}, {'action_type': 'subscribe_total', 'value': '10.113'}, {'action_type': 'start_trial_mobile_app', 'value': '9.193636'}, {'action_type': 'start_trial_total', 'value': '9.193636'}]",1.580156,"[{'action_type': 'outbound_click', 'value': '1.580156'}]",1.580156,2.35186,0.314068,,0.03857,0.03857,2.407857,,0.040195,1.189765,14.883002,15.657222,1.25092,2025-12-14,2025-12-14,1.05202,female,6795,0.941869,64,"[{'action_type': 'outbound_click', 'value': '64'}]","[{'action_type': 'outbound_click', 'value': '0.941869'}]",6459,101.13,182,4,180,2258,1058,618
,7,,,6,,,7,,,4,,,,,,150,,150,4,4,,140,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,11,,0.953333,"[{'action_type': 'outbound_click', 'value': '0.953333'}]",0.953333,,0.817143,,0.038133,0.038133,1.43,,0.040857,0.52,14.33584,14.481013,2.756892,2025-12-14,2025-12-14,1.010127,male,399,1.503759,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.503759'}]",395,5.72,8,4,8,135,60,35
,,,,1,,,,,,,,,,,,14,,14,,,,13,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,,,,0.037143,0.037143,,,0.04,0.52,14.444444,15.294118,2.777778,2025-12-14,2025-12-14,1.058824,unknown,36,2.777778,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",34,0.52,1,4,1,13,7,3
,,,,,,,,,,1,,,,,,32,,32,1,1,,31,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.070313,0.070313,2.25,,0.072581,,16.18705,17.578125,0,2025-12-14,2025-12-14,1.085938,female,139,,,,,128,2.25,4,3,4,28,12,6
,81,,,8,6,6,81,,,1,,,2,,,240,,240,3,3,,229,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,13,"[{'action_type': 'subscribe_mobile_app', 'value': '4.733333'}, {'action_type': 'subscribe_total', 'value': '4.733333'}, {'action_type': 'start_trial_mobile_app', 'value': '3.55'}, {'action_type': 'start_trial_total', 'value': '3.55'}]",1.775,"[{'action_type': 'outbound_click', 'value': '1.775'}]",1.775,2.366667,0.175309,,0.059167,0.059167,4.733333,,0.062009,1.092308,15.418024,16.210046,1.411509,2025-12-14,2025-12-14,1.05137,male,921,0.868621,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.868621'}]",876,14.2,17,3,16,193,77,41
,5,,,1,,,5,,,,,,,,,3,,3,,,,2,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.08,"[{'action_type': 'outbound_click', 'value': '0.08'}]",0.08,,0.016,,0.026667,0.026667,,,0.04,0.08,13.333333,13.333333,16.666667,2025-12-14,2025-12-14,1,unknown,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",6,0.08,,3,,1,1,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,14,14,0,2025-12-14,2025-12-14,1,male,5,,,,,5,0.07,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-14,2025-12-14,1,female,3,,,,,3,0.03,,5,,1,1,1
,2,,,1,1,1,2,,,,,,,,,1,,1,,,,,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,"[{'action_type': 'start_trial_mobile_app', 'value': '0.22'}, {'action_type': 'start_trial_total', 'value': '0.22'}]",0.22,"[{'action_type': 'outbound_click', 'value': '0.22'}]",0.22,0.22,0.11,,0.22,0.22,,,,0.22,11.578947,11.578947,5.263158,2025-12-14,2025-12-14,1,male,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",19,0.22,,1,,,,
,,,,,,,,,,,,,,,,21,,21,,,,21,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.064762,0.064762,,,0.064762,,15.632184,16.190476,0,2025-12-14,2025-12-14,1.035714,female,87,,,,,84,1.36,1,2,1,19,8,2
,31,,,9,3,3,31,,,1,1,1,,,,332,1,332,3,1,,320,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,"[{'action_type': 'start_trial_mobile_app', 'value': '16.17'}, {'action_type': 'start_trial_total', 'value': '16.17'}]",1.796667,"[{'action_type': 'outbound_click', 'value': '1.796667'}]",1.796667,5.39,0.521613,,0.048705,0.048705,5.39,,0.050531,1.796667,14.972222,15.638298,0.833333,2025-12-14,2025-12-14,1.044487,male,1080,0.833333,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.833333'}]",1034,16.17,27,3,27,279,108,50
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.25,0.25,,,0.25,,31.25,31.25,0,2025-12-14,2025-12-14,1,unknown,8,,,,,8,0.25,,2,,1,1,
,,,,,,,,,,,,,,,,26,,26,,,,26,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.053077,0.053077,,,0.053077,,17.468354,17.922078,0,2025-12-14,2025-12-14,1.025974,female,79,,,,,77,1.38,,3,,25,10,7
