action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,75,,75,,,,75,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.103681,0.103681,,,0.103681,,29.123984,31.104415,0,2025-12-07,2025-12-07,1.068,267,,,,,facebook,250,7.776104,5,2,4,62,16,9
,,,,1,,,,,,,,,,27,,27,,,,26,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.893841,"[{'action_type': 'outbound_click', 'value': '4.893841'}]",4.893841,,,,0.181253,0.181253,,,0.188225,4.893841,46.608013,48.453874,0.952381,2025-12-07,2025-12-07,1.039604,105,0.952381,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.952381'}]",instagram,101,4.893841,,2,,25,9,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.070055,0.070055,,,0.070055,,23.351663,23.351663,0,2025-12-07,2025-12-07,1,3,,,,,threads,3,0.070055,1,13,1,1,1,1
,,,,,,,,,,,,,,5,,5,,,,5,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.102,0.102,,,0.102,,19.615385,21.25,0,2025-12-07,2025-12-07,1.083333,26,,,,,facebook,24,0.51,,2,,5,1,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,32.5,32.5,0,2025-12-07,2025-12-07,1,12,,,,,instagram,12,0.39,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-07,2025-12-07,1,4,,,,,messenger,4,0.02,,,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-07,2025-12-07,1,2,,,,,threads,2,0.05,,1,,,,
,,,,9,1,1,,,,,,,,118,,118,2,2,,107,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,9,,1.81629,"[{'action_type': 'outbound_click', 'value': '1.81629'}]",1.81629,16.346609,,,0.138531,0.138531,8.173304,,0.152772,1.81629,26.75386,27.847715,1.472995,2025-12-07,2025-12-07,1.040886,611,1.472995,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.472995'}]",facebook,587,16.346609,17,2,17,89,30,24
,,,,,,,,,,,,,,10,,10,,,,10,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.195318,0.195318,,,0.195318,,31.502893,32.552989,0,2025-12-07,2025-12-07,1.033333,62,,,,,instagram,60,1.953179,,2,,7,1,
,,,,,,,,,,,,,,3,,3,,,,3,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.043404,0.043404,,,0.043404,,26.042391,26.042391,0,2025-12-07,2025-12-07,1,5,,,,,threads,5,0.130212,1,8,1,3,2,1
,,,,1,,,,,,,,,,17,,17,,,,16,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.32,"[{'action_type': 'outbound_click', 'value': '1.32'}]",1.32,,,,0.077647,0.077647,,,0.0825,1.32,17.837838,18.857143,1.351351,2025-12-07,2025-12-07,1.057143,74,1.351351,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",facebook,70,1.32,1,2,1,13,5,4
,,,,,,,,,,,,,,6,,6,,,,6,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.205,0.205,,,0.205,,36.176471,38.4375,0,2025-12-07,2025-12-07,1.0625,34,,,,,instagram,32,1.23,,2,,5,1,
,,,,,,,,,,,,,,,,,,,,,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.04,,3,,,,
,,,,2,,,,,,,,,,4,,4,,,,2,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.065,"[{'action_type': 'outbound_click', 'value': '0.065'}]",0.065,,,,0.0325,0.0325,,,0.065,0.13,21.666667,21.666667,16.666667,2025-12-07,2025-12-07,1,6,33.333333,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",facebook,6,0.13,1,10,1,1,1,1
,,,,,,,,,,,,,,5,,5,,,,5,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.028,0.028,,,0.028,,11.666667,11.666667,0,2025-12-07,2025-12-07,1,12,,,,,instagram,12,0.14,,2,,4,,
,,,,,,,,,,,,,,,,,,,,,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.03,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.015,0.015,,,0.015,,7.5,7.5,0,2025-12-07,2025-12-07,1,4,,,,,facebook,4,0.03,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.08,0.08,,,0.08,,11.428571,13.333333,0,2025-12-07,2025-12-07,1.166667,7,,,,,instagram,6,0.08,,3,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,6,6,0,2025-12-07,2025-12-07,1,5,,,,,messenger,5,0.03,,,,,,
,,,,1,,,,,,,,,,5,,5,,,,4,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.36,"[{'action_type': 'outbound_click', 'value': '0.36'}]",0.36,,,,0.072,0.072,,,0.09,0.36,22.5,22.5,6.25,2025-12-07,2025-12-07,1,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",facebook,16,0.36,,3,,2,2,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.056667,0.056667,,,0.056667,,15.454545,15.454545,0,2025-12-07,2025-12-07,1,11,,,,,instagram,11,0.17,,2,,3,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.23,0.23,,,0.23,,115,115,0,2025-12-07,2025-12-07,1,2,,,,,threads,2,0.23,,12,,1,1,1
,,,,,,,,,,,,,,16,,16,,,,16,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13125,0.13125,,,0.13125,,30.434783,32.8125,0,2025-12-07,2025-12-07,1.078125,69,,,,,facebook,64,2.1,1,2,1,11,2,1
,,,,1,,,,,,,,,,16,,16,,,,15,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.66,"[{'action_type': 'outbound_click', 'value': '1.66'}]",1.66,,,,0.10375,0.10375,,,0.110667,1.66,36.086957,36.086957,2.173913,2025-12-07,2025-12-07,1,46,2.173913,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",instagram,46,1.66,1,2,1,7,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,12.857143,12.857143,0,2025-12-07,2025-12-07,1,7,,,,,messenger,7,0.09,,12,,1,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.055,0.055,,,0.055,,55,55,0,2025-12-07,2025-12-07,1,4,,,,,threads,4,0.22,,6,,3,1,
,,,,2,,,,,,,,,,33,,33,,,,31,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.04,"[{'action_type': 'outbound_click', 'value': '1.04'}]",1.04,,,,0.06303,0.06303,,,0.067097,2.08,31.044776,32,1.492537,2025-12-07,2025-12-07,1.030769,67,2.985075,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",facebook,65,2.08,3,4,2,26,10,6
,,,,,,,,,,,,,,2,,2,,,,2,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.075,0.075,,,0.075,,30,30,0,2025-12-07,2025-12-07,1,5,,,,,instagram,5,0.15,,3,,2,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.01,,4,,1,,
,,,,,,,,,,,,,,9,,9,,,,9,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.024231,0.024231,,,0.024231,,21.807937,27.259921,0,2025-12-07,2025-12-07,1.25,10,,,,,audience_network,8,0.218079,2,8,2,9,5,2
,11,,,5,3,3,11,,,,,,,80,,80,2,2,,73,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,1.738687,"[{'action_type': 'outbound_click', 'value': '1.738687'}]",1.738687,2.897812,0.790312,,0.108668,0.108668,4.346718,,0.119088,1.738687,32.929684,37.310886,1.893939,2025-12-07,2025-12-07,1.133047,264,1.893939,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.893939'}]",facebook,233,8.693437,7,3,6,55,28,17
,1,,,1,,,1,,,,,,,24,,24,,,,23,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,3.48927,"[{'action_type': 'outbound_click', 'value': '3.48927'}]",3.48927,,3.48927,,0.145386,0.145386,,,0.151707,3.48927,49.144646,51.312792,1.408451,2025-12-07,2025-12-07,1.044118,71,1.408451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",instagram,68,3.48927,1,3,1,16,6,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.044607,0.044607,,,0.044607,,12.744898,12.744898,0,2025-12-07,2025-12-07,1,7,,,,,threads,7,0.089214,,4,,2,1,
,1,,,1,,,1,,,,,,,11,,11,,,,10,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.25,"[{'action_type': 'outbound_click', 'value': '1.25'}]",1.25,,1.25,,0.113636,0.113636,,,0.125,1.25,37.878788,43.103448,3.030303,2025-12-07,2025-12-07,1.137931,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",facebook,29,1.25,3,4,2,9,4,4
,2,,,,2,2,2,,,,,,,3,,3,,,,3,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.355,0.355,,0.236667,0.236667,,,0.236667,,47.333333,54.615385,0,2025-12-07,2025-12-07,1.153846,15,,,,,instagram,13,0.71,,2,,2,1,
,,,,,,,,,,,,,,6,,6,,,,6,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.045,0.045,,,0.045,,13.5,14.210526,0,2025-12-07,2025-12-07,1.052632,20,,,,,facebook,19,0.27,1,9,1,4,3,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.025,0.025,,,0.025,,8.333333,8.333333,0,2025-12-07,2025-12-07,1,6,,,,,instagram,6,0.05,1,8,1,1,1,1
,1,,,2,,,1,,,,,,,11,,11,,,,9,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.65,"[{'action_type': 'outbound_click', 'value': '0.65'}]",0.65,,1.3,,0.118182,0.118182,,,0.144444,0.65,43.333333,46.428571,6.666667,2025-12-07,2025-12-07,1.071429,30,6.666667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",facebook,28,1.3,3,17,2,9,7,5
,,,,,,,,,,,,,,1,,1,,,,1,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.28,0.28,,,0.28,,46.666667,46.666667,0,2025-12-07,2025-12-07,1,6,,,,,instagram,6,0.28,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.47,0.47,,,0.47,,31.333333,31.333333,0,2025-12-07,2025-12-07,1,15,,,,,messenger,15,0.47,1,5,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,facebook,1,0,,,,,,
,2,,,1,,,2,,,,,,,4,,4,,,,3,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,0.07,,0.035,0.035,,,0.046667,0.14,23.333333,23.333333,16.666667,2025-12-07,2025-12-07,1,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",instagram,6,0.14,,5,,3,2,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.286667,0.286667,,,0.286667,,35.833333,39.090909,0,2025-12-07,2025-12-07,1.090909,24,,,,,facebook,22,0.86,,1,,2,,
,,,,1,,,,,,,,,,3,,3,,,,2,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,,,0.043333,0.043333,,,0.065,0.13,21.666667,21.666667,16.666667,2025-12-07,2025-12-07,1,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",instagram,6,0.13,1,39,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,100,100,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.1,,1,,,,
,8,,,5,,,8,,,,,,,55,,55,,,,50,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,2.205791,"[{'action_type': 'outbound_click', 'value': '2.205791'}]",2.205791,,1.378619,,0.200526,0.200526,,,0.220579,2.205791,45.7633,53.799783,2.074689,2025-12-07,2025-12-07,1.17561,241,2.074689,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.074689'}]",facebook,205,11.028955,10,3,10,38,18,14
,6,,,1,2,2,6,,,,,,,12,,12,,,,11,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.700866,"[{'action_type': 'outbound_click', 'value': '4.700866'}]",4.700866,2.350433,0.783478,,0.391739,0.391739,,,0.427351,4.700866,54.032945,62.678217,1.149425,2025-12-07,2025-12-07,1.16,87,1.149425,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.149425'}]",instagram,75,4.700866,1,2,1,8,3,2
,,,,,,,,,,,,,,,,,,,,,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20.089172,20.089172,0,2025-12-07,2025-12-07,1,1,,,,,messenger,1,0.020089,,,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.020089,0.020089,,,0.020089,,6.696391,6.696391,0,2025-12-07,2025-12-07,1,3,,,,,threads,3,0.020089,,2,,1,,
,30,,,19,7,7,30,,,,,,,458,,458,3,3,,436,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,19,,1.960491,"[{'action_type': 'outbound_click', 'value': '1.960491'}]",1.960491,5.321332,1.241644,,0.08133,0.08133,12.416442,,0.085434,1.960491,22.507146,24.538424,1.148036,2025-12-07,2025-12-07,1.09025,1655,1.148036,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.148036'}]",facebook,1518,37.249327,68,4,67,388,184,122
,1,,,1,,,1,,,1,1,,,69,,69,2,1,,66,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,7.888566,"[{'action_type': 'outbound_click', 'value': '7.888566'}]",7.888566,,7.888566,,0.114327,0.114327,3.944283,,0.119524,3.944283,34.298115,36.35284,0.869565,2025-12-07,2025-12-07,1.059908,230,0.434783,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.434783'}]",instagram,217,7.888566,6,3,6,57,29,18
,,,,,,,,,,,,,,6,,6,,,,6,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.057018,0.057018,,,0.057018,,34.210619,34.210619,0,2025-12-07,2025-12-07,1,10,,,,,threads,10,0.342106,2,11,2,5,5,2
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-07,2025-12-07,1,2,,,,,facebook,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,instagram,1,0.01,,2,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.052,0.052,,,0.052,,16.25,16.25,0,2025-12-07,2025-12-07,1,16,,,,,facebook,16,0.26,1,4,1,5,2,2
,,,,1,,,,,,,,,,13,,13,,,,12,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.04,"[{'action_type': 'outbound_click', 'value': '1.04'}]",1.04,,,,0.08,0.08,,,0.086667,1.04,32.5,32.5,3.125,2025-12-07,2025-12-07,1,32,3.125,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",instagram,32,1.04,2,6,2,9,6,6
,,,,,,,,,,,,,,,,,,,,,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,6,6,0,2025-12-07,2025-12-07,1,5,,,,,messenger,5,0.03,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,13.333333,13.333333,0,2025-12-07,2025-12-07,1,3,,,,,threads,3,0.04,,5,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,instagram,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,messenger,1,0,,0,,,,
,107,,1,31,16,16,107,,,,,,,949,,949,10,9,,908,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,31,,1.478642,"[{'action_type': 'outbound_click', 'value': '1.478642'}]",1.478642,2.864869,0.428392,,0.048301,0.048301,4.583791,,0.050482,1.478642,17.046452,18.233058,1.152845,2025-12-07,2025-12-07,1.06961,2689,1.152845,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.152845'}]",facebook,2514,45.837909,93,8,89,815,417,263
,1,,,2,,,1,,,,,,,63,1,63,1,,,60,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,2.290895,"[{'action_type': 'outbound_click', 'value': '2.290895'}]",2.290895,,4.58179,,0.072727,0.072727,4.58179,,0.076363,2.290895,23.86349,24.63328,1.041667,2025-12-07,2025-12-07,1.032258,192,1.041667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.041667'}]",instagram,186,4.58179,5,4,5,51,22,11
,,,,,,,,,,,,,,13,,13,,,,13,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.059254,0.059254,,,0.059254,,25.676699,25.676699,0,2025-12-07,2025-12-07,1,30,,,,,threads,30,0.770301,1,4,1,8,7,2
,,,,1,,,,,,,,,,6,,6,,,,5,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.28,"[{'action_type': 'outbound_click', 'value': '0.28'}]",0.28,,,,0.046667,0.046667,,,0.056,0.28,16.470588,16.470588,5.882353,2025-12-07,2025-12-07,1,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",facebook,17,0.28,1,4,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-07,2025-12-07,1,1,,,,,instagram,1,0.02,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.01,,4,,1,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.053333,0.053333,,,0.053333,,12.307692,13.333333,0,2025-12-07,2025-12-07,1.083333,26,,,,,facebook,24,0.32,1,2,1,5,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.24,0.24,,,0.24,,26.666667,26.666667,0,2025-12-07,2025-12-07,1,9,,,,,instagram,9,0.24,,2,,1,1,
,,,,,,,,,,,,,,2,,2,,,,2,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-07,2025-12-07,1,2,,,,,threads,2,0.06,1,19,1,2,2,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.23,0.23,,,0.23,,21.904762,25.555556,0,2025-12-07,2025-12-07,1.166667,21,,,,,facebook,18,0.46,,1,,2,1,1
