action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,6,,6,,,,6,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.088333,0.088333,,,0.088333,,24.090909,24.090909,0,2025-12-01,2025-12-01,1,22,,,,,threads,22,0.53,1,4,1,6,3,2
,214,,,14,6,6,214,,,,,,585,,585,1,1,,570,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,13,"[{'action_type': 'subscribe_mobile_app', 'value': '38.93'}, {'action_type': 'subscribe_total', 'value': '38.93'}, {'action_type': 'start_trial_mobile_app', 'value': '12.976667'}, {'action_type': 'start_trial_total', 'value': '12.976667'}]",2.780714,"[{'action_type': 'outbound_click', 'value': '2.780714'}]",2.780714,6.488333,0.181916,,0.066547,0.066547,38.93,,0.068298,2.994615,22.322248,24.210199,0.745413,2025-12-01,2025-12-01,1.084577,1744,0.802752,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.802752'}]",facebook,1608,38.93,57,3,52,535,215,130
,88,,,7,3,3,88,,,,,,505,,505,2,2,,496,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,6.388571,"[{'action_type': 'outbound_click', 'value': '6.388571'}]",6.388571,14.906667,0.508182,,0.088554,0.088554,22.36,,0.090161,4.968889,26.228739,26.842737,0.527859,2025-12-01,2025-12-01,1.023409,1705,0.410557,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.410557'}]",instagram,1666,44.72,18,3,18,452,159,68
,,,,,,,,,,,,,34,,34,,,,34,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.047647,0.047647,,,0.047647,,24.545455,24.545455,0,2025-12-01,2025-12-01,1,66,,,,,threads,66,1.62,4,5,4,34,16,9
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,1,2,,,,,threads,2,0.02,,2,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-01,2025-12-01,1,1,,,,,audience_network,1,0.02,1,13,1,1,1,1
,217,1,,19,11,11,217,,,,,,575,1,575,10,9,,546,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,19,"[{'action_type': 'subscribe_mobile_app', 'value': '20.945'}, {'action_type': 'subscribe_total', 'value': '20.945'}, {'action_type': 'start_trial_mobile_app', 'value': '13.963333'}, {'action_type': 'start_trial_total', 'value': '13.963333'}]",2.204737,"[{'action_type': 'outbound_click', 'value': '2.204737'}]",2.204737,3.808182,0.193041,,0.072852,0.072852,4.189,,0.076722,2.204737,24.171956,26.596825,1.096365,2025-12-01,2025-12-01,1.100317,1733,1.096365,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.096365'}]",facebook,1575,41.89,69,3,65,529,249,153
,21,,,1,,,21,,,,,,42,,42,,,,41,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,"[{'action_type': 'subscribe_mobile_app', 'value': '5.49'}, {'action_type': 'subscribe_total', 'value': '5.49'}, {'action_type': 'start_trial_mobile_app', 'value': '5.49'}, {'action_type': 'start_trial_total', 'value': '5.49'}]",5.49,"[{'action_type': 'outbound_click', 'value': '5.49'}]",5.49,,0.261429,,0.130714,0.130714,,,0.133902,2.745,28.59375,29.516129,1.041667,2025-12-01,2025-12-01,1.032258,192,0.520833,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.520833'}]",instagram,186,5.49,3,3,3,41,19,13
,,,,,,,,,,,,,50,,50,,,,50,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0264,0.0264,,,0.0264,,13.2,13.2,0,2025-12-01,2025-12-01,1,100,,,,,threads,100,1.32,14,6,14,49,27,22
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-12-01,2025-12-01,1,1,,,,,facebook,1,0.03,,1,,,,
,,,,,,,,,,,,,6,,6,,,,6,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.023333,0.023333,,,0.023333,,15.555556,15.555556,0,2025-12-01,2025-12-01,1,9,,,,,audience_network,9,0.14,2,6,2,6,5,2
,210,,,22,11,11,210,,,,,,515,1,515,6,5,,487,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,22,"[{'action_type': 'subscribe_mobile_app', 'value': '20.03'}, {'action_type': 'subscribe_total', 'value': '20.03'}, {'action_type': 'start_trial_mobile_app', 'value': '10.015'}, {'action_type': 'start_trial_total', 'value': '10.015'}]",1.820909,"[{'action_type': 'outbound_click', 'value': '1.820909'}]",1.820909,3.641818,0.190762,,0.077786,0.077786,6.676667,,0.082259,1.820909,28.737446,31.054264,1.578192,2025-12-01,2025-12-01,1.08062,1394,1.578192,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.578192'}]",facebook,1290,40.06,101,4,93,473,264,155
,2,,,2,,,2,,,,,,44,,44,,,,42,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,2.09,"[{'action_type': 'outbound_click', 'value': '2.09'}]",2.09,,2.09,,0.095,0.095,,,0.099524,1.393333,28.435374,28.827586,2.040816,2025-12-01,2025-12-01,1.013793,147,1.360544,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.360544'}]",instagram,145,4.18,6,3,6,40,20,12
,,,,,,,,,,,,,34,,34,,,,34,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.037059,0.037059,,,0.037059,,15.180723,15.180723,0,2025-12-01,2025-12-01,1,83,,,,,threads,83,1.26,3,4,3,33,16,5
,,,,,,,,,,,,,13,,13,1,1,,12,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.127692,0.127692,1.66,,0.138333,,31.923077,35.319149,0,2025-12-01,2025-12-01,1.106383,52,,,,,facebook,47,1.66,2,3,1,12,8,4
,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.165,0.165,,,0.165,,41.25,41.25,0,2025-12-01,2025-12-01,1,8,,,,,instagram,8,0.33,,2,,2,,
,,,,,,,,,,,,,3,,3,,,,3,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,22.5,22.5,0,2025-12-01,2025-12-01,1,8,,,,,threads,8,0.18,,3,,3,1,1
,,,,,,,,,,,,,4,,4,,,,4,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0825,0.0825,,,0.0825,,30,33,0,2025-12-01,2025-12-01,1.1,11,,,,,facebook,10,0.33,,3,,3,2,2
,,,,,,,,,,,,,,,,,,,,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,56.666667,56.666667,0,2025-12-01,2025-12-01,1,3,,,,,instagram,3,0.17,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.075,0.075,,,0.075,,16.666667,16.666667,0,2025-12-01,2025-12-01,1,9,,,,,facebook,9,0.15,1,4,1,2,1,1
,,,,,,,,,,,,,2,,2,,,,2,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.015,0.015,,,0.015,,15,15,0,2025-12-01,2025-12-01,1,2,,,,,instagram,2,0.03,,4,,2,,
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-01,2025-12-01,1,2,,,,,facebook,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-12-01,2025-12-01,1,1,,,,,instagram,1,0.03,,2,,,,
,,,,,,,,,,,,,4,,4,1,1,,3,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.125,0.125,0.5,,0.166667,,71.428571,71.428571,0,2025-12-01,2025-12-01,1,7,,,,,facebook,7,0.5,,3,,3,,
,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-01,2025-12-01,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,106.666667,106.666667,0,2025-12-01,2025-12-01,1,3,,,,,facebook,3,0.32,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,370,370,0,2025-12-01,2025-12-01,1,1,,,,,instagram,1,0.37,,1,,,,
,,,,,,,,,,,,,7,,7,,,,7,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.020002,0.020002,,,0.020002,,17.501317,35.002633,0,2025-12-01,2025-12-01,2,8,,,,,audience_network,4,0.140011,1,6,1,7,2,1
,332,1,,63,27,27,332,,,,,,1716,,1716,12,12,,1641,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,61,"[{'action_type': 'subscribe_mobile_app', 'value': '28.077112'}, {'action_type': 'subscribe_total', 'value': '28.077112'}, {'action_type': 'start_trial_mobile_app', 'value': '14.038556'}, {'action_type': 'start_trial_total', 'value': '14.038556'}]",1.782674,"[{'action_type': 'outbound_click', 'value': '1.811427'}]",1.782674,4.159572,0.338278,,0.065448,0.065448,9.359037,,0.068439,1.841122,26.40067,28.997792,1.433945,2025-12-01,2025-12-01,1.098373,4254,1.480959,63,"[{'action_type': 'outbound_click', 'value': '62'}]","[{'action_type': 'outbound_click', 'value': '1.457452'}]",facebook,3873,112.308449,248,4,238,1435,791,621
,32,,,10,1,1,32,,,,,,221,,221,4,4,,207,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,"[{'action_type': 'subscribe_mobile_app', 'value': '18.851418'}, {'action_type': 'subscribe_total', 'value': '18.851418'}, {'action_type': 'start_trial_mobile_app', 'value': '18.851418'}, {'action_type': 'start_trial_total', 'value': '18.851418'}]",1.885142,"[{'action_type': 'outbound_click', 'value': '1.885142'}]",1.885142,18.851418,0.589107,,0.085301,0.085301,4.712855,,0.09107,1.713765,32.005803,32.502445,1.867572,2025-12-01,2025-12-01,1.015517,589,1.697793,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.697793'}]",instagram,580,18.851418,18,5,18,180,90,74
,,,,,,,,,,,,,33,,33,,,,33,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.049095,0.049095,,,0.049095,,31.767096,31.767096,0,2025-12-01,2025-12-01,1,51,,,,,threads,51,1.620122,4,7,4,30,15,12
,,,,,,,,,,,,,4,,4,,,,4,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.035,0.035,,,0.035,,35,46.666667,0,2025-12-01,2025-12-01,1.333333,4,,,,,audience_network,3,0.14,2,9,2,4,2,2
,35,,,10,3,3,35,,,,,,231,,231,,,,221,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,10,"[{'action_type': 'subscribe_mobile_app', 'value': '20.47'}, {'action_type': 'subscribe_total', 'value': '20.47'}, {'action_type': 'start_trial_mobile_app', 'value': '10.235'}, {'action_type': 'start_trial_total', 'value': '10.235'}]",2.047,"[{'action_type': 'outbound_click', 'value': '2.047'}]",2.047,6.823333,0.584857,,0.088615,0.088615,,,0.092624,2.047,26.447028,29.53824,1.29199,2025-12-01,2025-12-01,1.116883,774,1.29199,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.29199'}]",facebook,693,20.47,23,3,21,193,104,63
,12,,,3,1,1,12,,,,,,39,,39,,,,36,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,1.853333,"[{'action_type': 'outbound_click', 'value': '1.853333'}]",1.853333,5.56,0.463333,,0.142564,0.142564,,,0.154444,1.39,36.578947,37.315436,2.631579,2025-12-01,2025-12-01,1.020134,152,1.973684,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.973684'}]",instagram,149,5.56,5,3,5,30,13,10
,2,,,,,,2,,,,,,20,,20,,,,20,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,0.395,,0.0395,0.0395,,,0.0395,,21.351351,21.351351,0,2025-12-01,2025-12-01,1,37,,,,,threads,37,0.79,4,7,4,20,12,7
,,,,,,,,,,,,,,,,,,,,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,130,130,0,2025-12-01,2025-12-01,1,3,,,,,facebook,3,0.39,,1,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.253333,0.253333,,,0.253333,,152,152,0,2025-12-01,2025-12-01,1,5,,,,,instagram,5,0.76,,5,,2,2,1
,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.09,0.09,,,0.09,,90,90,0,2025-12-01,2025-12-01,1,1,,,,,threads,1,0.09,,8,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.21,0.21,,,0.21,,210,210,0,2025-12-01,2025-12-01,1,1,,,,,instagram,1,0.21,1,24,1,1,1,1
,,,,,,,,,,,,,7,,7,,,,7,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.025713,0.025713,,,0.025713,,19.999179,25.713231,0,2025-12-01,2025-12-01,1.285714,9,,,,,audience_network,7,0.179993,3,7,3,7,4,3
1,405,5,,71,27,27,405,1,1,1,1,1,1906,,1906,19,18,1,1816,1,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,67,"[{'action_type': 'subscribe_mobile_app', 'value': '18.439243'}, {'action_type': 'subscribe_total', 'value': '18.439243'}, {'action_type': 'start_trial_mobile_app', 'value': '14.341634'}, {'action_type': 'start_trial_total', 'value': '14.341634'}]",1.817954,"[{'action_type': 'outbound_click', 'value': '1.817954'}]",1.817954,4.780545,0.318703,129.074704,0.06772,0.06772,6.793405,129.074704,0.071076,1.926488,24.52959,28.084139,1.27328,2025-12-01,2025-12-01,1.144909,5262,1.349297,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.349297'}]",facebook,4596,129.074704,235,4,218,1629,852,556
